"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"5-Diphosphomevalonic acid","(S)-5-Diphosphomevalonic acid","HMDB0001090","439418","C01143","C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O","1"
"(R)-Mevalonic acid-5-pyrophosphate","(R)-Mevalonic acid-5-pyrophosphate","HMDB0001981","22833574",NA,"C[C@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O","1"
"dUMP","dUMP","HMDB0001409","65063","C00365","C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O","1"
"Ribose 1,5-bisphosphate","Ribose 1,5-bisphosphate","HMDB0011688","14035695","C01151","C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)OP(=O)(O)O","1"
"N-Acetylgalactosamine 4-sulphate","N-Acetylgalactosamine 4-sulphate","HMDB0000781","446101","C16265","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)OS(=O)(=O)O)O","1"
"N-Acetylglucosamine 6-sulfate","N-Acetylglucosamine 6-sulfate","HMDB0000814","440235","C04132","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)COS(=O)(=O)O)O)O","1"
"N-Acetylgalactosamine 6-sulfate","N-Acetylgalactosamine 6-sulfate","HMDB0000841","193456",NA,"CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](COS(=O)(=O)O)O)O)O","1"
"2,3-Epoxyaflatoxin B1","2,3-Epoxyaflatoxin B1","HMDB0006558","104756","C19586","COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5[C@@H]6[C@@H](O6)O[C@@H]5OC4=C1","1"
"Selenocystine","Selenocystine","HMDB0004122","15104","C05704","C(C(C(=O)O)N)[Se][Se]CC(C(=O)O)N","1"
"Melibiose","Melibiose","HMDB0000048","440658","C05400 ","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O","1"
"Cellobiose","Cellobiose","HMDB0000055","10712","C06422","C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"D-Maltose","D-Maltose","HMDB0000163","10991489","C00208","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"Alpha-Lactose","Alpha-Lactose","HMDB0000186","84571","C00243","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"Sucrose","Sucrose","HMDB0000258","5988","C00089","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O","1"
"Lactulose","Lactulose","HMDB0000740","11333","C07064","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O","1"
"Trehalose","Trehalose","HMDB0000975","7427","C01083","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O","1"
"Isomaltose","Isomaltose","HMDB0002923","440656","C05400 ","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O","1"
"Galactinol","Galactinol","HMDB0005826","439451","C01235","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)O)O)O)O","1"
"3-b-Galactopyranosyl glucose","3-b-Galactopyranosyl glucose","HMDB0006603","53477867",NA,"C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@H](C=O)O)[C@@H]([C@@H](CO)O)O)O)O)O)O","1"
"Epimelibiose","Epimelibiose","HMDB0006792","440656","C05400 ","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O","1"
"Turanose","Turanose","HMDB0011740","5460935","C19636","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]([C@@H]([C@@H](CO)O)O)C(=O)CO)O)O)O)O","1"
"Kojibiose","Kojibiose","HMDB0011742","164939","C19632","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O","1"
"Petunidin","Petunidin","HMDB0003173","73386","C08727","COC1=CC(=CC(=C1O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O.[Cl-]","1"
"Lactosamine","Lactosamine","HMDB0006591","119065","C00203","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)N)O)O)O)O)O","1"
"6-(alpha-D-Glucosaminyl)-1D-myo-inositol","6-(alpha-D-Glucosaminyl)-1D-myo-inositol","HMDB0011668",NA,"C15658","N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O","1"
"Curcumin","Curcumin","HMDB0002269","969516","C10443","COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O","1"
"Monoiodothyronine","Monoiodothyronine","HMDB0000793","53477717",NA,"C1=CC(=CC=C1O)OC2=C(C=C(C=C2)C[C@H](C(=O)O)N)I","1"
"Propinol adenylate","Propinol adenylate","HMDB0006806","440863","C05983","CCC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O","1"
"dIDP","dIDP","HMDB0003536","439488","C01344","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)COP(=O)(O)OP(=O)(O)O)O","1"
"Cysteineglutathione disulfide","Cysteineglutathione disulfide","HMDB0000656","53477713",NA,"C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N","1"
"Deoxycholic acid glycine conjugate","Deoxycholic acid glycine conjugate","HMDB0000631","3035026","C05464","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Chenodeoxycholic acid glycine conjugate","Chenodeoxycholic acid glycine conjugate","HMDB0000637","22833540","C05466","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Glycoursodeoxycholic acid","Glycoursodeoxycholic acid","HMDB0000708","12310288",NA,"C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Chenodeoxyglycocholic acid","Chenodeoxyglycocholic acid","HMDB0006898","53477907","C05462","CC(CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Tauroursodeoxycholic acid","Tauroursodeoxycholic acid","HMDB0000874","12443252",NA,"C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Taurodeoxycholic acid","Taurodeoxycholic acid","HMDB0000896","2733768","C05463","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Taurochenodesoxycholic acid","Taurochenodesoxycholic acid","HMDB0000951","387316","C05465","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Maltotriose","Maltotriose","HMDB0001262","439586","C01835","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O","1"
"Raffinose","Raffinose","HMDB0003213","10542","C00492","C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O)O)O","1"
"Levan","Levan","HMDB0003539","22833608","C01355","C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)CO[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O","1"
"3-Galactosyllactose","3-Galactosyllactose","HMDB0006599","189088",NA,"C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O)O)O)O","1"
"Dextrin","Dextrin","HMDB0006857","62698","C00721","C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O","1"
"1-Kestose","1-Kestose","HMDB0011729","440080","C03661","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O","1"
"Melezitose","Melezitose","HMDB0011730","92817","C08243","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)O","1"
"Inositol 1,3,4,5-tetraphosphate","Inositol 1,3,4,5-tetraphosphate","HMDB0001059","107758","C01272","[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O","1"
"1D-Myo-inositol 1,3,4,6-tetrakisphosphate","1D-Myo-inositol 1,3,4,6-tetrakisphosphate","HMDB0001187","0","C04477","O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O","1"
"D-Myo-inositol 3,4,5,6-tetrakisphosphate","D-Myo-inositol 3,4,5,6-tetrakisphosphate","HMDB0003848","121920","C04520","[C@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O","1"
"1D-Myo-inositol 1,4,5,6-tetrakisphosphate","1D-Myo-inositol 1,4,5,6-tetrakisphosphate","HMDB0004527","443266","C11555","[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O","1"
"Uridine diphosphate glucuronic acid","Uridine diphosphate glucuronic acid","HMDB0000935","17473","C00167","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O","1"
"UDP-D-galacturonate","UDP-D-galacturonate","HMDB0012302","15592253","C00617","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)C(=O)O)O)O)O)O)O","1"
"UDP-L-iduronate","UDP-L-iduronate","HMDB0012304","15592259","C02330","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@@H](O3)C(=O)O)O)O)O)O)O","1"
"Glycogen","Glycogen","HMDB0000757","439177","C00182","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O","1"
