"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"PIP(18:1(15Z)/20:1(11Z))","PIP(18:1(15Z)/20:1(11Z))","HMDB0009969","131750495","C00626","CCCCCCCC\C=C/CCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O","1"
"PIP(18:1(9Z)/20:1(11Z))","PIP(18:1(9Z)/20:1(11Z))","HMDB0009977","131750497","C00626","CCCCCCCC\C=C/CCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O","1"
"PIP(18:2(9Z,12Z)/20:0)","PIP(18:2(9Z,12Z)/20:0)","HMDB0009988","53480182","C00626","CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)O[C@@H]1C([C@@H](C(C(C1O)O)O)OP(=O)(O)O)O","1"
"PIP(20:0/18:2(9Z,12Z))","PIP(20:0/18:2(9Z,12Z))","HMDB0009997","131750505","C00626","CCCCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC","1"
"PIP(20:1(11Z)/18:1(11Z))","PIP(20:1(11Z)/18:1(11Z))","HMDB0009999","53480193","C00626","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1C([C@@H](C(C(C1O)O)O)OP(=O)(O)O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PIP(20:1(11Z)/18:1(9Z))","PIP(20:1(11Z)/18:1(9Z))","HMDB0010000","131750506","C00626","CCCCCCCC\C=C/CCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"PIP(20:2(11Z,14Z)/18:0)","PIP(20:2(11Z,14Z)/18:0)","HMDB0010002","53480196","C00626","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)O[C@@H]1C([C@@H](C(C(C1O)O)O)OP(=O)(O)O)O","1"
"PIP(22:2(13Z,16Z)/16:0)","PIP(22:2(13Z,16Z)/16:0)","HMDB0010023","131750513","C00626","CCCCCCCCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(=O)(O)O)C1O","1"
"2-O-(6-Phospho-alpha-mannosyl)-D-glycerate","2-O-(6-Phospho-alpha-mannosyl)-D-glycerate","HMDB0012152","24892815","C16699","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H](CO)C(=O)O)O)O)O)OP(=O)(O)O","1"
"Estradiol-17beta 3-sulfate","Estradiol-17beta 3-sulfate","HMDB0004448","53477783","C08357","C[C@@]12CCC3C(C1CC[C@H]2O)CCC4=C3C=CC(=C4)OS(=O)(=O)O","1"
"Urocanic acid","Urocanic acid","HMDB0000301","736715","C00785","C1=C(NC=N1)/C=C/C(=O)O","1"
"Nicotinamide N-oxide","Nicotinamide N-oxide","HMDB0002730","72661",NA,"C1=CC(=C[N+](=C1)[O-])C(=O)N","1"
"Xanthurenate-8-O-beta-D-glucoside","Xanthurenate-8-O-beta-D-glucoside","HMDB0013118","53481609",NA,"C1=CC2=C(C(=C1)O[C@H]3[C@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=CC2=O)C(=O)O","1"
"D-Xylose","D-Xylose","HMDB0000098","135191","C00181","C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O","1"
"D-Ribose","D-Ribose","HMDB0000283","5779","C00121","C([C@@H]1[C@H]([C@H](C(O1)O)O)O)O","1"
"2-Deoxyribonic acid","2-Deoxyribonic acid","HMDB0000366","11528367",NA,"C([C@@H]([C@@H](CO)O)O)C(=O)O","1"
"D-Ribulose","D-Ribulose","HMDB0000621","151261","C00309","C([C@H]([C@H](C(=O)CO)O)O)O","1"
"L-Arabinose","L-Arabinose","HMDB0000646","439195","C02479","C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O","1"
"L-Threo-2-pentulose","L-Threo-2-pentulose","HMDB0000751","22253","C00312","C([C@@H]([C@H](C(=O)CO)O)O)O","1"
"D-Xylulose","D-Xylulose","HMDB0001644","5289590","C00310","C([C@H]([C@@H](C(=O)CO)O)O)O","1"
"L-Ribulose","L-Ribulose","HMDB0003371","439204","C00508","C1[C@H]([C@@H](C(O1)(CO)O)O)O","1"
"Beta-D-ribopyranose","Beta-D-ribopyranose","HMDB0012194","441481","C08353","C1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O","1"
"Arabinofuranose","Arabinofuranose","HMDB0012325","440921","C06115","C([C@H]1[C@@H]([C@H](C(O1)O)O)O)O","1"
"Ribitol","Ribitol","HMDB0000508",NA,"C00474","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"D-Arabitol","D-Arabitol","HMDB0000568","827","C01904","C(C(C(C(CO)O)O)O)O","1"
"L-Arabitol","L-Arabitol","HMDB0001851","94154","C00532","C([C@@H](C([C@H](CO)O)O)O)O","1"
"D-Xylitol","D-Xylitol","HMDB0002917","6912","C00379","C([C@H](C([C@H](CO)O)O)O)O","1"
"Dopamine","Dopamine","HMDB0000073","681","C03758","C1=CC(=C(C=C1CCN)O)O","1"
"p-Octopamine","p-Octopamine","HMDB0004825","440266","C04227","C1=CC(=CC=C1[C@H](CN)O)O","1"
"Vanillylamine","Vanillylamine","HMDB0012309","70966","C16666","COC1=C(C=CC(=C1)CN)O","1"
"2-Aminomuconic acid","2-Aminomuconic acid","HMDB0001241","5280499","C02220","C(=C\C(=O)O)\C=C(/C(=O)O)\N","1"
"Adenosine 3',5'-diphosphate","Adenosine 3',5'-diphosphate","HMDB0000061","159296","C00054","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O","1"
"dGDP","dGDP","HMDB0000960","439220","C00361","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)O)O","1"
"ADP","ADP","HMDB0001341","6022","C00008","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O","1"
"13E-Tetranor-16-carboxy-LTE4","13E-Tetranor-16-carboxy-LTE4","HMDB0012575","53481472",NA,"C(C[C@@H]([C@@H](/C=C/C=C/C=C\C=C\CC(=O)O)SC[C@H](C(=O)O)N)O)CC(=O)O","1"
"7-Hydroxyoctanoic acid","7-Hydroxyoctanoic acid","HMDB0000486","167627",NA,"CC(CCCCCC(=O)O)O","1"
"Hydroxyoctanoic acid","Hydroxyoctanoic acid","HMDB0000711","94180",NA,"CCCCCCC(C(=O)O)O","1"
"3-Hydroxyoctanoic acid","3-Hydroxyoctanoic acid","HMDB0001954","26613","C20793","CCCCCC(CC(=O)O)O","1"
"(R)-2-Hydroxycaprylic acid","(R)-2-Hydroxycaprylic acid","HMDB0002264","5312860",NA,"CCCCCC[C@H](C(=O)O)O","1"
"(R)-3-Hydroxyoctanoic acid","(R)-3-Hydroxyoctanoic acid","HMDB0010722","5312861",NA,"CCCCC[C@H](CC(=O)O)O","1"
"LPA(0:0/18:0)","LysoPA(0:0/18:0)","HMDB0007850","76041074","C00416","CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)O","1"
"LPA(18:0/0:0)","LysoPA(18:0/0:0)","HMDB0007854","9547179","C00416","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O","1"
"Hyaluronic acid","Hyaluronic acid","HMDB0002061","53477741","C00518","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O)OC2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)OC)O)O","1"
"Deoxycholic acid glycine conjugate","Deoxycholic acid glycine conjugate","HMDB0000631","3035026","C05464","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Chenodeoxycholic acid glycine conjugate","Chenodeoxycholic acid glycine conjugate","HMDB0000637","22833540","C05466","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Glycoursodeoxycholic acid","Glycoursodeoxycholic acid","HMDB0000708","12310288",NA,"C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Chenodeoxyglycocholic acid","Chenodeoxyglycocholic acid","HMDB0006898","53477907","C05462","CC(CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Adenylsuccinic acid","Adenylsuccinic acid","HMDB0000536","440122","C03794","C1=NC2=C(C(=N1)NC(CC(=O)O)C(=O)O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O","1"
"N-Acetyl-L-aspartic acid","N-Acetyl-L-aspartic acid","HMDB0000812","65065","C01042","CC(=O)N[C@@H](CC(=O)O)C(=O)O","1"
"N-Formyl-L-glutamic acid","N-Formyl-L-glutamic acid","HMDB0003470","439376","C01045","C(CC(=O)O)[C@@H](C(=O)O)NC=O","1"
"Ascorbic acid","Ascorbic acid","HMDB0000044","54670067","C01041","C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O","1"
"D-Glucurono-6,3-lactone","D-Glucurono-6,3-lactone","HMDB0006355","439782","C02670","[C@H]1([C@@H]2[C@@H]([C@H](C(=O)O2)O)O[C@H]1O)O","1"
"2-Isopropylmalic acid","2-Isopropylmalic acid","HMDB0000402","5280523","C02504","CC(C)[C@@](CC(=O)O)(C(=O)O)O","1"
"2,3-Dimethyl-3-hydroxyglutaric acid","2,3-Dimethyl-3-hydroxyglutaric acid","HMDB0002025","21252268",NA,"CC(C(=O)O)C(C)(CC(=O)O)O","1"
"3-Isopropylmalate","3-Isopropylmalate","HMDB0012156","5462261","C04411","CC(C)[C@@H]([C@H](C(=O)O)O)C(=O)O","1"
"Ceramide (d18:1/12:0)","Ceramide (d18:1/12:0)","HMDB0004947","5283562","C00195","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCCCCCC)O","1"
"Lithocholyltaurine","Lithocholyltaurine","HMDB0000722","53477716","C02592","C[C@H](CCC(=O)NCCS(=O)(=O)O)C1CCC2[C@@]1(CCC3C2CCC4[C@@]3(CC[C@H](C4)O)C)C","1"
"Citicoline","Citicoline","HMDB0001413","13804","C00307","C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O","1"
"Galactitol","Galactitol","HMDB0000107","11850","C01697","C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O","1"
"Sorbitol","Sorbitol","HMDB0000247","5780","C00794","C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","1"
"Mannitol","Mannitol","HMDB0000765","6251","C00392","C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","1"
"L-Iditol","L-Iditol","HMDB0011632","656655","C01507","C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","1"
"Epinephrine","Epinephrine","HMDB0000068","5816","C00788","CNC[C@@H](C1=CC(=C(C=C1)O)O)O","1"
"Normetanephrine","Normetanephrine","HMDB0000819","1237","C05589","COC1=C(C=CC(=C1)C(CN)O)O","1"
"Methylnoradrenaline","Methylnoradrenaline","HMDB0002832","3917","C17925","CC(C(C1=CC(=C(C=C1)O)O)O)N","1"
"Tauroursodeoxycholic acid","Tauroursodeoxycholic acid","HMDB0000874","12443252",NA,"C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Taurodeoxycholic acid","Taurodeoxycholic acid","HMDB0000896","2733768","C05463","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"Taurochenodesoxycholic acid","Taurochenodesoxycholic acid","HMDB0000951","387316","C05465","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"2-Keto-6-acetamidocaproate","2-Keto-6-acetamidocaproate","HMDB0012150","194080","C05548","CC(=O)NCCCCC(=O)C(=O)O","1"
"N1-Acetylspermidine","N1-Acetylspermidine","HMDB0001276","496","C00612","CC(=O)NCCCNCCCCN","1"
"N8-Acetylspermidine","N8-Acetylspermidine","HMDB0002189","123689","C01029","CC(=O)NCCCCNCCCN","1"
"LysoPE(0:0/20:0)","LysoPE(0:0/20:0)","HMDB0011481","53480930",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(20:0/0:0)","LysoPE(20:0/0:0)","HMDB0011511","52925131",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"LysoPC(17:0)","LysoPC(17:0)","HMDB0012108","24779463","C04230","CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(18:0)","LysoPC(18:0)","HMDB0010384","497299","C04230","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(0:0/18:0)","LysoPC(0:0/18:0)","HMDB0011128","24779491",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C","1"
"(R)-N-Methylsalsolinol","(R)-N-Methylsalsolinol","HMDB0003626","12989303",NA,"C[C@@H]1C2=CC(=C(C=C2CCN1C)O)O","1"
"(S)-N-Methylsalsolinol","(S)-N-Methylsalsolinol","HMDB0003892","124148",NA,"C[C@H]1C2=CC(=C(C=C2CCN1C)O)O","1"
"(-)-Salsoline","(-)-Salsoline","HMDB0012469","442356","C09640","C[C@H]1C2=CC(=C(C=C2CCN1)O)OC","1"
"(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline","(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline","HMDB0012484","53481438",NA,"C[C@@H]1C2=C(CCN1C)C(=C(C=C2)O)O","1"
"O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->3)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->3)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","HMDB0002235","22833589",NA,"C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@@H]([C@H](OC=C3NC(=O)C)CO)O)CO)O)O)O)O)O","1"
"O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->4)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->4)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","HMDB0002276","22833591",NA,"C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC=C([C@H]3O)NC(=O)C)CO)CO)O)O)O)O)O","1"
"Ureidosuccinic acid","Ureidosuccinic acid","HMDB0000828","93072","C00438","C([C@@H](C(=O)O)NC(=O)N)C(=O)O","1"
"Galactonic acid","Galactonic acid","HMDB0000565","128869","C00880","C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O","1"
"Gluconic acid","Gluconic acid","HMDB0000625","10690","C00257","C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O","1"
"Gulonic acid","Gulonic acid","HMDB0003290","152304","C00800","C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O","1"
"Phosphoguanidinoacetate","Phosphoguanidinoacetate","HMDB0003705","188984","C03166","C(C(=O)O)N=C(N)NP(=O)(O)O","1"
"O-Ureidohomoserine","O-Ureidohomoserine","HMDB0012271","21126175",NA,"C(CONC(=O)N)C(C(=O)O)N","1"
"LysoPE(0:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z))","LysoPE(0:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z))","HMDB0011499","53480948",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(24:6(6Z,9Z,12Z,15Z,18Z,21Z)/0:0)","LysoPE(24:6(6Z,9Z,12Z,15Z,18Z,21Z)/0:0)","HMDB0011529","53480958",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"L-Acetylcarnitine","L-Acetylcarnitine","HMDB0000201","7045767","C02571","CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"L-beta-aspartyl-L-alanine","L-beta-aspartyl-L-alanine","HMDB0011162","14284576",NA,"CC(C(=O)O)NC(=O)CC(C(=O)O)N","1"
"5-L-Glutamylglycine","gamma-Glutamylglycine","HMDB0011667","165527",NA,"C(CC(=O)NCC(=O)O)[C@@H](C(=O)O)N","1"
"L-Aspartyl-4-phosphate","L-Aspartyl-4-phosphate","HMDB0012250","832","C03082","C(C(C(=O)O)N)C(=O)OP(=O)(O)O","1"
"Glutamylalanine","Glutamylalanine","HMDB0003764","6992506",NA,"C[C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)N","1"
"5-L-Glutamyl-L-alanine","gamma-Glutamylalanine","HMDB0006248","440103","C03740","C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N","1"
"Carnosine","Carnosine","HMDB0000033","439224","C00386","C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN","1"
"(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin","(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin","HMDB0012482","53481437","C15522","C[C@@H](C([C@@H]1CNC2=C(N1)C(=O)N=CN2)O)O","1"
"DG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","DG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007092","53478021",NA,"CCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0/0:0)","DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0/0:0)","HMDB0007764","53478515",NA,"CCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"Deoxycytidine","Deoxycytidine","HMDB0000014","13711","C00881","C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O","1"
"L-isoleucyl-L-proline","L-isoleucyl-L-proline","HMDB11174","342734",NA,"CCC(C)C(C(=O)N1CCCC1C(=O)O)N","1"
"L-leucyl-L-proline","L-leucyl-L-proline","HMDB11175","44369311",NA,"CC(C)CC(C(=O)N1CCCC1C(=O)[O-])[NH3+]","1"
