"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"dATP","Deoxyadenosine triphosphate","HMDB0001532","15993","C00131","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","1"
"10-formyldihydrofolate","10-Formyldihydrofolate","HMDB0006485","168809","C03204","C1C(=NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O","1"
"PA(16:0/18:2(9Z,12Z))","PA(16:0/18:2(9Z,12Z))","HMDB0007860","9547167","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z))","LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0011489","53480938",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","LysoPE(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","HMDB0011519","52925146",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"3-Oxotetradecanoic acid","3-Oxotetradecanoic acid","HMDB0010730","454064",NA,"CCCCCCCCCCCC(=O)CC(=O)O","1"
"3D,7D,11D-Phytanic acid","3D,7D,11D-Phytanic acid","HMDB0000417","10380830",NA,"C[C@H](CCC[C@H](C)CCCC(C)C)CCC[C@@H](C)CC(=O)O","1"
"3L,7D,11D-Phytanic acid","3L,7D,11D-Phytanic acid","HMDB0000553","9972843",NA,"C[C@H](CCC[C@H](C)CCCC(C)C)CCC[C@H](C)CC(=O)O","1"
"Phytanic acid","Phytanic acid","HMDB0000801","26840","C01607","CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O","1"
"Arachidic acid","Arachidic acid","HMDB0002212","10467","C06425","CCCCCCCCCCCCCCCCCCCC(=O)O","1"
"O-Phosphoethanolamine","O-Phosphoethanolamine","HMDB0000224","1015","C00346","C(COP(=O)(O)O)N","1"
"PI(16:0/16:1(9Z))","PI(16:0/16:1(9Z))","HMDB0009779",NA,"C00626","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"PI(16:1(9Z)/16:0)","PI(16:1(9Z)/16:0)","HMDB0009797",NA,"C00626","[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC","1"
"Isobutyrylglycine","Isobutyrylglycine","HMDB0000730","10855600",NA,"CC(C)C(=O)NCC(=O)O","1"
"N-Butyrylglycine","N-Butyrylglycine","HMDB0000808","88412",NA,"CCCC(=O)NCC(=O)O","1"
"Allysine","Allysine","HMDB0001263","207","C04076","C(CC=O)CC(C(=O)O)N","1"
"4-Acetamidobutanoic acid","4-Acetamidobutanoic acid","HMDB0003681","18189","C02946","CC(=O)NCCCC(=O)O","1"
"(S)-5-Amino-3-oxohexanoate","(S)-5-Amino-3-oxohexanoate","HMDB0012131","440077","C03656","C[C@@H](CC(=O)CC(=O)O)N","1"
"2-Keto-6-aminocaproate","2-Keto-6-aminocaproate","HMDB0012151","439954","C03239","C(CCN)CC(=O)C(=O)O","1"
"Acetyl adenylate","Acetyl adenylate","HMDB0006880","440867","C05993","CC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O","1"
"3-Hydroxycapric acid","3-Hydroxycapric acid","HMDB0002203","26612",NA,"CCCCCCCC(CC(=O)O)O","1"
"(R)-3-Hydroxydecanoic acid","(R)-3-Hydroxydecanoic acid","HMDB0010725","5312798",NA,"CCCCCCC[C@H](CC(=O)O)O","1"
"Glutarylglycine","Glutarylglycine","HMDB0000590","23592950",NA,"C(CC(=O)NCC(=O)O)CC(=O)O","1"
"N-Acetylglutamic acid","N-Acetylglutamic acid","HMDB0001138","185","C00624","CC(=O)NC(CCC(=O)O)C(=O)O","1"
"Citramalic acid","Citramalic acid","HMDB0000426","441696","C00815","CC(CC(=O)O)(C(=O)O)O","1"
"3-Hydroxyglutaric acid","3-Hydroxyglutaric acid","HMDB0000428","181976",NA,"C(C(CC(=O)O)O)C(=O)O","1"
"D-2-Hydroxyglutaric acid","D-2-Hydroxyglutaric acid","HMDB0000606","439391","C01087","C(CC(=O)O)[C@H](C(=O)O)O","1"
"L-2-Hydroxyglutaric acid","L-2-Hydroxyglutaric acid","HMDB0000694","439939","C03196","C(CC(=O)O)[C@@H](C(=O)O)O","1"
"Ribonolactone","Ribonolactone","HMDB0001900","111064","C02674","C([C@@H]1[C@H]([C@H](C(=O)O1)O)O)O","1"
"D-Xylono-1,5-lactone","D-Xylono-1,5-lactone","HMDB0011676","439692","C02266","C1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O","1"
"Palmitic acid","Palmitic acid","HMDB0000220","985","C00249","CCCCCCCCCCCCCCCC(=O)O","1"
"Trimethyltridecanoic acid","Trimethyltridecanoic acid","HMDB0002396","151503",NA,"CC(C)CCCC(C)CCCC(C)CCC(=O)O","1"
