Pathway,Correlation_AR,Correlation_ARNTL,Correlation_ATF1,Correlation_ATF2,Correlation_ATF4,Correlation_BACH1,Correlation_CDX2,Correlation_CEBPA,Correlation_CEBPB,Correlation_CEBPD,Correlation_CREB1,Correlation_CTCF,Correlation_E2F1,Correlation_E2F2,Correlation_E2F3,Correlation_E2F4,Correlation_EGR1,Correlation_ELK1,Correlation_EPAS1,Correlation_ERG,Correlation_ESR1,Correlation_ESR2,Correlation_ETS1,Correlation_ETS2,Correlation_ETV4,Correlation_FLI1,Correlation_FOS,Correlation_FOSL1,Correlation_FOSL2,Correlation_FOXA1,Correlation_FOXL2,Correlation_FOXM1,Correlation_FOXO1,Correlation_FOXO3,Correlation_FOXO4,Correlation_FOXP1,Correlation_GATA1,Correlation_GATA2,Correlation_GATA3,Correlation_GLI2,Correlation_HIF1A,Correlation_HNF1A,Correlation_HNF4A,Correlation_IRF1,Correlation_IRF9,Correlation_JUN,Correlation_JUND,Correlation_KLF4,Correlation_KMT2A,Correlation_LEF1,Correlation_MITF,Correlation_MYB,Correlation_MYC,Correlation_MYCN,Correlation_NFATC2,Correlation_NFE2L2,Correlation_NFIC,Correlation_NFKB1,Correlation_NFKB2,Correlation_NR2F2,Correlation_NR5A1,Correlation_PAX6,Correlation_PAX8,Correlation_PGR,Correlation_POU2F1,Correlation_PPARA,Correlation_PPARG,Correlation_PRDM14,Correlation_RARA,Correlation_REL,Correlation_RELA,Correlation_RELB,Correlation_REST,Correlation_RFX5,Correlation_RUNX1,Correlation_RXRA,Correlation_SMAD3,Correlation_SMAD4,Correlation_SOX10,Correlation_SOX2,Correlation_SOX9,Correlation_SP1,Correlation_SP3,Correlation_SPI1,Correlation_SREBF1,Correlation_SREBF2,Correlation_SRF,Correlation_STAT1,Correlation_STAT2,Correlation_STAT3,Correlation_STAT5A,Correlation_STAT5B,Correlation_STAT6,Correlation_TAL1,Correlation_TCF7L2,Correlation_TFAP2A,Correlation_TFAP2C,Correlation_TP53,Correlation_TP63,Correlation_TWIST1,Correlation_USF1,Correlation_USF2,Correlation_VDR,Correlation_WT1,Correlation_YY1,Correlation_ZNF263
Fatty Acid Biosynthesis,0.012746160671440493,0.00693880380925909,0.013896993644693031,-0.060844219078069924,-0.003743192073101671,-0.021114839200429874,-0.10548533252487056,0.04110051902876855,-0.0014108380780873443,-0.03612126966313274,-0.015554657668561261,0.08297995004047817,0.11176657703968808,0.06814265520130611,0.0587024252026339,0.08508562945193641,0.03656377614555959,0.06543546438642145,0.013771371129114144,0.03625401633717185,0.017705979160199885,-0.05124960264759896,0.05127656810190897,-0.005435147733658481,0.055098952668166175,0.03155635803550481,0.005969033530972334,-0.06551864171222051,-0.011221609477919229,-0.10606498444323934,0.02758154730403658,0.09171920794650171,-0.07239358571560993,0.016733399399136265,-0.020272112331964052,-0.08290606938511738,0.047479330916845516,-0.04199355159044356,0.007240771512708204,-0.009556817292718242,0.05599158466313673,-0.09293467398614193,-0.07249455219045735,-0.006790664305734663,-0.04725956185977207,-0.001235018625423745,-0.023347645560575843,-0.05501940823481651,-0.03571105749586754,-0.02040395581323773,-0.01445949049090063,-0.016900342023564774,0.046358267119640306,0.040362009236282505,-0.044080994226020236,-0.02921949089738557,-0.020558309894377656,0.006162949149581222,-0.018189547932817424,0.013443568916257047,-0.05477574216929447,0.02615955681122979,0.07603526878056774,-0.02754975511955752,-0.013387262184792427,-0.0358852814443063,-0.006234382963805809,0.0564943668767645,-0.0448271530475007,0.03337540082068589,0.020653189625970618,0.019122959687178514,-0.03194671079365979,-0.0346632247200459,-0.06910348109788804,-0.021135039896152643,0.003074578852338109,-0.003124131163734522,-0.015841850980275296,0.08764353924285644,-0.0868003561120639,0.017545068301837424,0.010029787555525459,0.017424649706117172,0.0030602505754041896,-0.006737503538552993,0.06455386537312924,0.06174760484381646,-0.030861886076145855,-0.010500017923560086,-0.02468667367175888,-0.019176486975996183,-0.02328311310757662,0.07245552421211889,0.038631758794204614,0.023703429636536943,-0.11245299836478577,-0.036551937859910955,-0.03567083629489591,0.001742911379246369,0.008170139280705825,0.03846808205363739,-0.06340589955115337,0.05215534702159996,0.022013131519902175,-0.06567727081827175
Fatty Acid Elongation in Mitochondria,-0.06261544996467253,-0.03399861949005634,-0.0828331589440295,-0.006946036711493081,0.058376746389985766,0.01577339873449147,0.1388743513206278,-0.10482798343064234,0.003890448828109816,-0.05797975379746005,0.08005747535560108,-0.12269059860515183,-0.05853905449041345,0.0019304787223427434,-0.03450474095983555,-0.07164733263610981,-0.10861356361791699,-0.0682393421735269,-0.06050491000247029,-0.09626813323441971,-0.1347534608150737,-0.04331451400746682,-0.10967382810733164,-0.035871704287019454,-0.14616345381213378,0.07920851715909215,-0.11741884817241448,-0.037967654967973066,-0.12108629666748275,0.033790165390246686,0.011584126738532236,-0.10519338103992618,-0.008967036438096881,-0.08862564984133985,0.013288680382875343,0.044419937011283536,0.02389240433283909,0.051236921156383286,-0.03628959257606028,-0.010898896415986242,-0.11440616442224431,0.11211576599321404,0.0891442937478871,-0.09276922953269914,-0.11873932035788766,-0.10555912774316863,-0.05900533962561534,-0.008127885593991335,0.04382844282585817,-0.04719063961142436,-0.020004500652702952,0.03396135497719113,0.005844162625657376,-0.043825846650164854,0.008487719436662869,0.058910571146329735,0.06604605599549902,-0.08964668117881273,0.1251035369914474,-0.025194338831080475,0.11952262152367714,-0.05281305796610599,0.022163875822535893,-0.008533096631196372,-0.08918272515131506,-0.02728504558789251,0.0580233307482381,-0.05348006751066452,-0.056749690845271615,-0.06520538825579761,-0.08315174026487523,-0.12515299364760318,0.004674005473641251,-0.0018536303729824732,0.008215158249203458,0.05193193714457722,-0.10025041994162298,-0.10872669886339885,-0.03998310545709384,-0.08904376506533192,0.02958500859084103,-0.11463508154149298,-0.1068654265516376,-0.08188657773448552,-0.0010383168241762859,0.042589928146759264,-0.12415506872337359,-0.10626758611718372,-0.122098581586026,-0.11851347367954132,-0.09351433541294114,-0.08793812804338878,-0.11563017855008155,-0.03924132267389672,-0.1199524644254534,-0.11973245176202814,0.11368865847145386,-0.07755554666603912,-0.03292728551835199,0.05936127085674816,-0.10121209763676105,-0.08667888096080782,0.05904107929753537,-0.05166749274309364,-0.07955363167543839,0.057251324037446705
Fatty Acid Metabolism,-0.06621815448727199,-0.030716521130290515,-0.07447507014548682,0.018407024462175344,0.07277657472774679,0.02768711144883814,0.1678861809841071,-0.08847966414916601,0.0025628760411843888,-0.028059446025867397,0.07422624829609867,-0.12592745809050335,-0.061482853100876936,-0.0098199802221035,-0.03918311723360784,-0.07316959301325539,-0.08715025156173666,-0.06107185158030173,-0.0377523954645474,-0.10512862078398556,-0.1071771863989743,-0.04133635337319753,-0.09287117359268603,-0.01883733537663265,-0.14674887791468347,0.05714974561434033,-0.0848023290570823,-0.014483716282596037,-0.1015586845963045,0.06757369356705431,0.03360971048417922,-0.08129797083368494,-0.006477156927846768,-0.09983975682338124,0.022883832929198298,0.06170584364385993,-0.03408813882768222,0.04879775082047378,-0.013882568951522964,0.02507945284806128,-0.12664430547545913,0.13219178109394192,0.09632560862929743,-0.06861060283899177,-0.08501354543472159,-0.09031439130590889,-0.04973086190796431,0.02777733199507319,0.072826484928637,-0.04456260311140773,-0.003630421867918535,0.029774158041512927,-0.011021526976816019,-0.047073406448857984,0.002100005359487307,0.051235825671425636,0.0548650249710945,-0.06096847310759525,0.09587410160756113,-0.04520681601465235,0.11557914261440061,-0.07445725689104774,-0.020695509957980935,-0.021132300572587585,-0.07106026568164833,-0.03798935809497084,0.04526305436850962,-0.05674558640957287,-0.030404123428881304,-0.03236381305130584,-0.05461507758595839,-0.08937557540339279,0.0382511029613083,0.026617262882148805,0.009985846053728582,0.05687779372495864,-0.06889446332575157,-0.07987631396969297,-0.01714189773838866,-0.0997869134734923,0.05354380698993994,-0.08904302456557432,-0.0922491386495661,-0.08374969994822032,-0.004362131600402224,0.04844895243381835,-0.08655011941977724,-0.10287874632939763,-0.08270081967117178,-0.09795316055723077,-0.09069025915202286,-0.07884760851639706,-0.08711570989650583,-0.06257388130350615,-0.0903347677011608,-0.1157924686924575,0.11668904895323748,-0.04782555984989737,-0.03268925608082175,0.03351346401999988,-0.10701908497618941,-0.11430903624312953,0.0756948379532215,-0.07095560207098188,-0.0684954382728611,0.06756348512117337
Folate Metabolism,-0.026154456438472112,-0.03243744083215876,0.0014220002936636306,0.04238914302025164,0.03834699036261371,0.02384858425717461,0.1433176268920564,-0.025827967309316708,0.011828528668320955,0.037462879571066726,0.05997950597756245,-0.07309437637029688,-0.07134968680222714,-0.05530294804641108,-0.07072947286770338,-0.09264970273249969,-0.010257405678644232,-0.020986972979141552,-0.01211190599274703,0.020072865064737773,-0.014253927196539987,0.031831555211181375,-0.04196744170026155,0.01394045986903653,-0.03134707471914881,0.06974996484793393,-0.005707380630753323,0.043473621812207826,-0.009634565194938386,0.09468697599103407,0.05029853567820638,-0.08978510181081124,0.06565534511308288,-0.04682632883105792,0.039965891678189015,0.032774392659534066,-0.03128823510490035,-0.019907387202936278,0.030541578417976712,-0.04082287916132049,-0.033166933967907784,0.1524755435756402,0.0849532560063259,0.0031133575802935547,-0.01578671242560657,-0.004283857640638833,-0.0492593330733634,0.033101128347377606,0.04408500221705014,0.0006219387228863143,0.0120864513565872,0.0476941499928608,-0.008819918373115942,-0.04695021971811932,0.05146866013845965,0.1021878746592263,0.08551058440431294,0.0197707175832137,0.0252400688335356,-0.029937908425927202,0.10933624709655673,0.014029324815414074,-0.07649190217177666,0.004943096967801213,0.004684297778050064,0.024272122310979895,0.04607999937823933,-0.06227499255947089,0.0636881341409922,0.011710227497896802,0.034702789807988875,-0.008996587128516389,0.026659180144831457,0.06405288732763084,0.07786227442582404,0.020067586467278114,0.0026909591432785927,0.010370067820719725,0.022138602981080967,-0.037430682585385226,0.059090079733639125,0.0003996249134391616,-0.005503003796994097,-0.01961125138162765,0.009333575256886665,0.007658194378851619,-0.027647030575247235,-0.07774864187209411,-0.023837349272091794,0.0017546969884761482,-0.022430786043492724,-0.005269385326646829,-0.006639875082405389,-0.060809014775654,-0.027377295421161612,-0.022545265771446152,0.08953503697475884,0.007999643706517833,-0.03641079295371937,0.014464193687958737,-0.01001619286349759,-0.02559548518095453,0.06094178591174245,0.0007768908685926751,-0.08332579441898942,0.053655988609233304
Fructose and Mannose Degradation,-0.01661245411157717,0.010343363187913259,-0.02692746728860671,0.061193638693268645,0.06392106842338072,0.015126277056194114,0.1627240938127864,-0.03299881784422657,0.008134383018995077,0.03292973798020293,0.025579920610789182,-0.1036003950065931,-0.07944481954826058,-0.06899968810172401,-0.09123395015053559,-0.09349881702520858,-0.050219415022127956,-0.05788894154065361,-0.005232813734903854,-0.06421143839912338,0.0030020943380672516,0.026440450695797695,-0.07165867459367566,0.003680476871248114,-0.1089040759885791,0.058307814119498806,-0.03562371420650416,0.016453693419317978,-0.03616584424900491,0.1403396531515097,-0.0007015546823174318,-0.10811356642010116,0.09700638659573957,-0.008940321969901613,0.0784229656563196,0.02071889200176434,-0.08237085789581172,0.06555726335225735,0.07652417617289066,-0.001954664213447652,-0.07760276650822659,0.16539891456083466,0.132024416326632,-0.029013854935469246,-0.026534918213688315,-0.05301178104107851,-0.03830697006181187,0.10075120038921291,0.03870065337534311,-0.013703559626983317,0.028723737179590245,0.01663464535061631,-0.04577415822370683,-0.03985811421372132,-0.018748899791382362,0.0023518539078509516,0.12081401498317995,-0.02700392862849131,0.07215046498417484,-0.09146695053524158,0.10361398091309754,-0.054656533864743,-0.0906263020980159,0.039305255102784244,-0.022005038569599802,-0.007685055049538541,0.02892985840275461,-0.035984258711315505,0.02779111909772925,-0.018475115791196393,-0.0214231629334715,-0.059386705481601756,0.12066686591278092,0.04665340081023561,0.07713707587829143,0.09939342371149272,7.254441552728003e-05,0.000978671922235691,0.003494108946644356,-0.06365787553865339,0.11869520394832608,-0.04095519589191611,-0.04844359208940595,-0.07614237995526059,0.06887341205153552,0.08121237798894652,-0.06354243674644139,-0.06182010966338122,-0.02576996705334645,-0.015270449321212718,-0.05318559995796712,-0.03219309874144695,-0.051493195425594565,-0.08333940857839128,-0.06754910845272857,-0.047460024622319394,0.16216670741690098,0.00974797703860317,0.005169005816908491,0.02253419796605132,-0.040029774352034475,-0.05302672222962921,0.10686862465209486,-0.07735534654277211,-0.02931501623009066,0.06722026207849856
Galactose Metabolism,-1.590807735839357e-05,-0.004979999478596082,0.001589901393313506,0.052232120411862315,0.03908317169661278,-0.01016772310524269,0.13270587715383347,-0.01139722237767141,-0.005730908006131825,0.036440419875099286,0.03510763643430162,-0.05465763447488574,-0.06989521288249817,-0.06507341752968045,-0.07113762752362447,-0.08649477393474583,-0.011721633503071156,-0.035165593200311325,0.014088205775972428,-0.042286987595458486,0.0094884876280253,0.04263156039021198,-0.04399660677715311,0.023755467214749502,-0.07876585148862911,0.039303429919285864,-0.01348188170875415,0.021496005340710667,-0.009953391298726359,0.1300026375671576,0.014596043819470331,-0.08082654599069648,0.10101365276430584,-0.0006709243899651618,0.07137499116293446,0.013648541510253014,-0.04726497674922882,0.010480064494168868,0.0764057710898321,-0.0032719625127056984,-0.05581087697834718,0.15179266508975958,0.1288895250165721,-0.014382137547774312,-0.012876297651138494,-0.020610367054122183,-0.05652231267423239,0.07380433692820351,0.019590099623461074,-0.0013017920307184046,0.0375593566764061,0.0021386673978331353,-0.052974972083297996,-0.036008340399016535,0.001360083921232363,0.004027682345358035,0.10110474641701403,-0.005496657437791571,0.03202590957513504,-0.07971895564550137,0.07158983881101928,-0.026809521640624265,-0.09608706444431686,0.03256746460605307,-0.0011338917102723838,0.031161517670269704,0.08071209707808294,-0.05731934877663111,0.061752072064723315,0.013375711095334654,0.009914928976735543,-0.03454964191694129,0.0814252253929024,0.0692986967194254,0.08375590706788646,0.08323832377446125,0.011467927656888406,0.022000172369898898,0.03324341048312694,-0.035160951742803974,0.121037651345314,-0.008251415764416445,-0.008254690371464417,-0.0474587839230225,0.04799166730676444,0.056881245694846344,-0.03049127739838203,-0.044507557140318434,-0.015205048276895384,0.020423587205881145,-0.02271611173674943,0.00353523551934961,-0.03630722572004786,-0.051462412655352854,-0.034392405166500835,-0.012715136088726153,0.129294253161282,0.024219752829648018,0.02362704877403452,0.033612859355862786,-0.022119722534990425,-0.030843018937054496,0.07319623753701064,-0.03793417715654436,-0.02541437569437757,0.06801265576397154
Gluconeogenesis,0.007723291422626239,-0.023023084149647228,-0.030280572249539277,0.046623566065419175,0.05670356539406621,-0.01531639975462926,0.1171105911610586,-0.013230021423603185,0.01116550210556008,0.03563955106396036,0.014362625109722336,-0.04527372898222351,-0.03883340362564337,-0.03536548199654122,-0.06547336648999955,-0.049096884548614265,-0.028399834142947396,-0.032518770509063634,0.01618366076689723,-0.04516985253681639,-0.006088942172857433,0.006657881710602956,-0.03763176640609952,0.021298664139385887,-0.0863743008801959,0.051228983430162786,-0.02893292932311335,-0.01706262009639424,-0.015958293195242515,0.11630130077794384,0.015371524573150212,-0.08027114417913594,0.0858582100018088,0.00854182574786605,0.09241291744385188,0.0014446221411660081,-0.03183451660088517,0.0823234016854239,0.06468271042721892,0.02085419947182464,-0.06678618183010678,0.13732897914133868,0.10307839544853081,-0.037101594305150795,-0.0443646643115717,-0.042958745049235386,-0.038797313036402624,0.06690981169734837,0.05773646605631571,-0.010425690810922102,0.03027879135235763,0.03183824961788795,-0.018046179507385723,-0.004625867349715794,0.0072186423845856,-0.035484892905026384,0.10045418457610816,-0.004854531448854177,0.04064174243872425,-0.12353329137109587,0.114773320544386,-0.06278408026241576,-0.08337633392836999,0.04991422858030451,-0.007654682089324826,-0.0010430063282194522,0.038962851629866596,-0.04520545309775009,0.04095147425540162,-0.003967453768664194,0.010311882605136059,-0.02707568175930824,0.11262011925860765,0.04754307215142763,0.06838868889604027,0.10079461019428054,-0.016218383933665904,-0.009109818555022159,0.01187158604908619,-0.038755019986096914,0.10361566410505475,-0.020938408128651314,-0.04775291517455246,-0.06766142536665982,0.08742185748767543,0.09825395447669111,-0.04315986092576459,-0.033558907055763386,-0.04009056700904558,-0.01823028532198747,-0.03566123073179325,-0.016931483867550404,-0.03565565365254415,-0.07132183753004913,-0.035337076539862795,-0.03443758362892621,0.13176829835826892,0.011705854320204307,-0.0165069023883853,0.0159975352705773,-0.010902705626886978,-0.02980668807938079,0.08943074407593415,-0.03528147086533532,-0.04491995793766981,0.0713258959525734
Glucose-Alanine Cycle,0.010993292312446853,-0.04580068066159032,-0.03349426405878341,0.04363613618028845,0.05024792434418387,-0.05825861981324767,0.134009914165987,-0.05258648643082616,0.003863476433713186,0.040932069422597084,0.00399915334425207,-0.06077263685788903,-0.023614785119990434,-0.0280361317434024,-0.05710074680678703,-0.03259000923553623,-0.03213288130837776,-0.044911533960924045,0.011101797862371005,-0.07344723250737561,-0.056761212608894114,-0.02404619595951511,-0.060850570771902424,-0.008308072969625378,-0.11047090093242591,0.06980984992169854,-0.07239134080698627,-0.10768550250781073,-0.08144651135503579,0.08355482634146989,0.005190022667575481,-0.0796097068950911,0.1028467038040099,0.018848230985032997,0.09081727520024267,-0.022735465742738048,-0.0451868174824078,0.08490350242482562,0.010317488554947457,0.053292749981217045,-0.07593159656384889,0.13426498029506784,0.09663512506002846,-0.058726088497074926,-0.05575016521985197,-0.07353364570829883,-0.08369182683105818,0.07177119937841352,0.07385826493095991,-0.01125889318257499,-0.002952600210006845,0.012631053461298862,0.01859768847505717,0.009646186933053316,0.008638493168305861,-0.09028316065419197,0.14101397839459298,-0.027327883828824975,0.09557600043748705,-0.16365449727613335,0.12843975059787935,-0.04543226817207838,-0.07927058691555627,0.04828293858285602,-0.024901525723264605,-0.0224919465068074,0.04384860292337054,-0.059858593678911866,0.032200263804554034,-0.028626255409253735,-0.0005906303610814604,-0.050113375890559066,0.04845414073118193,0.058278768656836975,0.0038076602937218546,0.1055572164480208,-0.0575068950112124,-0.024700654294717017,0.01318181555860278,-0.014140891163047314,0.11194015177116268,-0.04087267328165098,-0.05039707134691809,-0.10206358169973671,0.05583844510494252,0.09924561900496494,-0.066710377937081,-0.04961494995487368,-0.061766850328421725,-0.06841167279572159,-0.11024040951247965,-0.09476421612703771,-0.09085377270660201,-0.0823683360455265,-0.03178673789254811,-0.043885483041800365,0.10271822331486956,-0.008150520197019917,-0.037676342146257286,0.03446386184626988,-0.022695026785194538,-0.06889465104493712,0.084108580611629,-0.007278551913645059,-0.11865438381927007,0.06734426850094084
Glutamate Metabolism,-0.044017306658567595,-0.019775082128057946,-0.03726001762591286,0.025926360835519708,0.03134196482771475,-0.005131848144731297,0.1601373471451022,-0.07081371815350884,-0.003336110740088964,-0.0006796397455939906,0.04832134575927424,-0.10344417243310028,-0.06752437823405483,-0.03488835452741282,-0.05467004995564176,-0.07556971002689718,-0.0790845616268521,-0.061941118660124514,-0.048917168903762104,-0.07688367575458363,-0.0732416202764368,-0.029992132215027115,-0.0878059385138096,-0.007523327808762833,-0.11511167050461278,0.05017570620498682,-0.0669232387489695,-0.00039663843798295925,-0.052103784229639315,0.10127667250071645,-0.0017055252323503643,-0.08049797541929983,0.04121212066599614,-0.06337023567460434,0.045449727005518366,0.026980003203583482,-0.0300381067167363,0.04939546182633781,0.01041837955939774,0.03359034829947904,-0.10931439033528086,0.14811137207380176,0.07987793842675338,-0.06487543109615487,-0.06931323738162426,-0.06816302808164358,-0.05752859082029912,0.04826014262084056,0.03113758470157566,-0.01544580058083631,0.015803506614482276,0.0025371761300621992,-0.018482179379274523,-0.026795273612353794,0.007158182218671777,0.002345894734377818,0.08085024230388177,-0.054359830715298735,0.0774275447996704,-0.054574573951778435,0.10272901147970463,-0.05640325660234536,-0.040942460433104656,0.012121850289859655,-0.033514205779098735,-0.017218588264201987,0.02798639316031334,-0.0556595196106039,-0.01710295393011239,-0.028223594965925282,-0.038432530285875906,-0.0683068189719282,0.050188160948572556,0.055805493641152684,0.037132131165634144,0.06819712896767363,-0.062204037105619316,-0.05581594470750046,0.007034252511205443,-0.06669130793579545,0.08080021201048875,-0.07112860558973612,-0.0878034264553711,-0.09109470945766092,0.029498087057888235,0.08180913327456343,-0.08346958578709665,-0.09390745255807345,-0.07447368405858894,-0.07033598486195698,-0.05926223899434915,-0.04294891875200431,-0.07103858819812364,-0.0616662874033843,-0.07283278526960849,-0.0871146537474586,0.12536028582597342,-0.04083631521440884,-0.03060209502553581,0.015177433907491798,-0.06279649256480117,-0.06301943474391646,0.05783779558437686,-0.05919298438887662,-0.04375032454867534,0.0753144403736766
Glutathione Metabolism,-0.06345518062834017,-0.019799316500013174,-0.034584986719400294,0.026273203226326956,0.0574293496616637,0.07494345246303134,0.18220668554705352,-0.05942987990423839,0.010545136218658886,0.02033729404920762,0.07095162259280688,-0.14091991764669665,-0.10555891198484567,-0.052326595485686564,-0.08481787590761117,-0.11993313571301677,-0.11460483598811193,-0.07617990531126156,-0.06178786501824044,-0.08098082000781398,-0.07011389727951124,-0.01594353983917641,-0.09840486223060227,-0.020150612361108468,-0.10860119099003018,0.03879696481147176,-0.05031930824526032,0.08440102181497179,-0.030092875199870004,0.1283028912097988,-0.0027632510037994083,-0.09495052020327083,0.0070153363648197044,-0.10797849841075068,0.02650371730839979,0.04611467165172584,-0.044606068108987845,0.021224405533438406,0.03969694373220949,-0.013475003731417377,-0.10240317748773822,0.19749117656155601,0.10184348400703505,-0.05058891548386173,-0.04767390956733812,-0.04375432368047572,-0.03948883844902562,0.036188272324238054,0.02427458323690584,-0.015570215665169336,0.01654970429111659,0.03366813656349588,-0.040799850141764335,-0.057129968713659766,-0.006132168681837074,0.11701482280194674,0.06010593085580892,-0.05196716694593633,0.07309136262692872,-0.017932710242117768,0.1313573418616283,-0.022667513593801765,-0.07436824592751887,-0.029127024505332496,-0.02621817428839818,-0.01935249041099755,0.01911549625144652,-0.07626689094096259,-0.012201163320023526,-0.014301315015496795,-0.038883592108216083,-0.06850899288828603,0.07809048268358801,0.06429277516253694,0.06625659405458616,0.03281881572645182,-0.04483008424254414,-0.05788019089555862,0.003818000552961826,-0.07624515627304587,0.07750342090610934,-0.07012645455616352,-0.10114706174011481,-0.06787274296010616,-0.0021857060335987635,0.045365619186053405,-0.08489965743740856,-0.1194959638988815,-0.06346184173779004,-0.054751723237632506,-0.04675796782706928,-0.025847550347907422,-0.08818526021325125,-0.06299156613386694,-0.07962444377483305,-0.09129973986366295,0.1845349362260513,-0.03785142080518422,-0.005144017917613377,-0.005335792046803335,-0.07724836562978414,-0.06399885452842993,0.05948764461336746,-0.0698021045342597,-0.023645942709620463,0.0979991960209586
Glycerol Phosphate Shuttle,-0.03632242250716922,-0.012078278538505405,-0.006387722646240197,-0.003686504450121451,0.083501342442332,0.08072596108139798,0.051811408133177604,0.0006255722610269727,0.03210209783345135,0.016612967091754607,0.005641285114730437,-0.04586648477045644,-0.058831154984537205,-0.0431652170579035,-0.08006942348331267,-0.07888680820511114,-0.018468514776066033,-0.020567750683366293,0.020462167654958625,0.05853785593296635,0.023483757658608623,0.02940937456857361,-0.014767370828237005,-0.021633075739502065,-0.011998208761493387,0.05006819889170395,0.025582903848250977,0.05775802485365584,-0.01252658497691811,0.03763547384497677,0.04250175732994921,-0.09381787579787718,0.04622292570640201,-0.009820884347187244,0.050898752001188576,0.02369471167268834,-0.02098533013032669,0.03677465410963121,0.04544219114402812,-0.08290897921851191,0.0011276425961806685,0.11861311616452874,0.07597954258428681,0.014669541335309002,-0.012593470367687867,0.0005988834309645442,0.0016874587846794473,0.015176132809997122,-0.0032578637378792574,-0.03228981675687198,0.006564015677591632,0.05531937293242485,-0.05066794975827215,-0.06265457174478632,0.02077728843207288,0.12619714155661194,0.014812364794869982,0.034230451514187236,-0.022132552381130155,-0.029279013264491567,0.1052080029793202,0.022289649176162534,-0.06095565455848555,-0.0017492206020212054,0.03579626557738864,0.0058278409606850835,0.0218740890992126,-0.027702039916756422,0.04332919815866349,0.022260137396646545,0.04239133338611656,0.01756641155280612,0.08864003100914497,0.03830430619358977,0.09175571067649736,0.011863607998188141,0.016439125768648557,8.197214985471752e-05,0.010407043905968836,-0.03070662939427363,0.002897850772068813,-0.01161465188139624,-0.001635352599671791,0.03814342618527429,0.015907474867346273,-0.009376653979985617,-0.022444247326205306,-0.01237015209100134,-0.0003086969757714053,0.030525416860866874,0.015688860641854357,0.017893626844478684,-0.017196708188161106,0.0006301231387113622,-0.030502154019006276,-0.013235131554401813,0.08124431349171482,-0.005242420019144235,0.0007493732949231709,-0.02182438122140228,-0.014786357433174215,-0.017314973404486574,0.041736875567551956,-0.016113693401201418,-0.03068719914975514,0.025021507268739248
Glycerolipid Metabolism,-0.028138544897768236,-0.02112446349072998,-0.0293807234964064,0.01673983841241345,0.039877123266672865,0.011414116774571435,0.06403882018612544,-0.02414890187018151,0.01127332289746299,-0.013315896117985566,0.04969606027010478,-0.044484760281549345,-0.02808649391105031,-0.016830438314784115,-0.039011223946973816,-0.04322236579043842,-0.02412537888658059,-0.02161532748290876,-0.00587653931453504,-0.018371044079840682,-0.038624256474168055,-0.007237492075591849,-0.03807722896603363,-0.00858564326834683,-0.055656079667424474,0.05327147898213557,-0.03346266938430135,-0.01617965673996901,-0.03779730595883441,0.04374344659760453,0.014629961200735309,-0.06188074719405329,0.004594414287777278,-0.03790169701201033,0.020992654534293064,0.014692316297098622,-0.005251404910770051,0.011579411859986868,0.014684208370531047,-0.00860265932787943,-0.03998361526820463,0.07091600454120396,0.06386169282456511,-0.042979914859179236,-0.06360740533482571,-0.037783457652257414,-0.03215716340186224,-0.004184131466916208,0.03538154110613855,-0.016355333266871077,0.008479525097953695,0.02635448331652727,-0.003932966434861412,-0.026873067707787905,0.017201575905552314,0.053548135763119745,0.04497567281171368,-0.02297788304925199,0.04741131713662431,-0.02569257246901477,0.06477029824943187,-0.026688804760803552,-0.022674074906550785,0.01096943422468531,-0.014616096124563771,-0.013047017498374306,0.03407682109642357,-0.017685778327499808,0.01612848462402637,-0.0170045159486735,-0.01831792280968453,-0.04634628824217739,0.021837567846090724,0.027365768000737475,0.043346068772648856,0.030513666997672773,-0.018032098990761747,-0.024038374865021465,-0.016766675762558837,-0.027877327489893283,0.03341525507538199,-0.03556354646624654,-0.04363460583909219,-0.03508717895594826,0.026513509626819098,0.0190958508808555,-0.045726228399169865,-0.04039223296820462,-0.058044667423727915,-0.032522933083523844,-0.033021976588206256,-0.020672490151734883,-0.04323607322562936,-0.024040023263858804,-0.028855067892648183,-0.03328028218794808,0.07455431534018252,-0.0223277344484202,-0.0111879755569371,0.008551701944558269,-0.03150334146021878,-0.03483119719969374,0.03229207510182429,-0.011029968420896808,-0.036518382537463,0.01900586502395014
