"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"Heptanoylcarnitine","Heptanoylcarnitine","HMDB0013238","6426896",NA,"CCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"Epsilon-(gamma-Glutamyl)-lysine","Epsilon-(gamma-Glutamyl)-lysine","HMDB0003869","7015685",NA,"C(CCNC(=O)CC[C@@H](C(=O)[O-])[NH3+])C[C@@H](C(=O)[O-])[NH3+]","1"
"L-a-glutamyl-L-Lysine","L-a-glutamyl-L-Lysine","HMDB04207","7015703","C04700","C(CC[NH3+])C[C@@H](C(=O)[O-])NC(=O)[C@H](CCC(=O)[O-])[NH3+]","1"
"Argininosuccinic acid","Argininosuccinic acid","HMDB0000052","16950","C03406","C(C[C@@H](C(=O)O)N)CN=C(N)N[C@@H](CC(=O)O)C(=O)O","1"
"Famotidine","Famotidine","HMDB0001919","3325",NA,"C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N","1"
"Nervonic acid","Nervonic acid","HMDB0002368","5281120","C08323","CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O","1"
"LPA(0:0/18:1(9Z))","LysoPA(0:0/18:1(9Z))","HMDB0007851","56947016","C00416","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)O","1"
"LPA(18:1(9Z)/0:0)","LysoPA(18:1(9Z)/0:0)","HMDB0007855","5497152","C00416","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O","1"
"DHAP(18:0)","DHAP(18:0)","HMDB0011133","440127","C03805","CCCCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O","1"
"2-(a-Hydroxyethyl)thiamine diphosphate","2-(a-Hydroxyethyl)thiamine diphosphate","HMDB0003904","440568","C05125","CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(C)O)CCOP(=O)(O)OP(=O)(O)O","1"
"Glucosylgalactosyl hydroxylysine","Glucosylgalactosyl hydroxylysine","HMDB0000585","122304",NA,"C(CC(CN)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@@H]2[C@@H](C([C@@H]([C@H](O2)CO)O)O)O)[C@@H](C(=O)O)N","1"
"LysoPE(0:0/20:1(11Z))","LysoPE(0:0/20:1(11Z))","HMDB0011482","53480931",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(20:1(11Z)/0:0)","LysoPE(20:1(11Z)/0:0)","HMDB0011512","52925139",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"LysoPC(P-18:0)","LysoPC(P-18:0)","HMDB0013122","24779527","C04230","CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(18:1(9Z))","LysoPC(18:1(9Z))","HMDB0002815","16081932","C04230","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(18:1(11Z))","LysoPC(18:1(11Z))","HMDB0010385","53480465","C04230","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"DG(14:0/18:1(11Z)/0:0)","DG(14:0/18:1(11Z)/0:0)","HMDB0007014","53477952",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(14:0/18:1(9Z)/0:0)","DG(14:0/18:1(9Z)/0:0)","HMDB0007015","14275341",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(14:1(9Z)/18:0/0:0)","DG(14:1(9Z)/18:0/0:0)","HMDB0007042","53477977",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/16:1(9Z)/0:0)","DG(16:0/16:1(9Z)/0:0)","HMDB0007099","9543678","C00165","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(16:1(9Z)/16:0/0:0)","DG(16:1(9Z)/16:0/0:0)","HMDB0007127","53478036",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/14:1(9Z)/0:0)","DG(18:0/14:1(9Z)/0:0)","HMDB0007154","53478046",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(18:1(11Z)/14:0/0:0)","DG(18:1(11Z)/14:0/0:0)","HMDB0007182","53478057",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/14:0/0:0)","DG(18:1(9Z)/14:0/0:0)","HMDB0007211","53478086",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(14:0/20:2(11Z,14Z)/0:0)","DG(14:0/20:2(11Z,14Z)/0:0)","HMDB0007022","53477957",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:1(9Z)/20:1(11Z)/0:0)","DG(14:1(9Z)/20:1(11Z)/0:0)","HMDB0007050","53477985",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/18:2(9Z,12Z)/0:0)","DG(16:0/18:2(9Z,12Z)/0:0)","HMDB0007103","9543695","C00165","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(16:1(9Z)/18:1(11Z)/0:0)","DG(16:1(9Z)/18:1(11Z)/0:0)","HMDB0007130","53478037",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(16:1(9Z)/18:1(9Z)/0:0)","DG(16:1(9Z)/18:1(9Z)/0:0)","HMDB0007131","9543694","C00165","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/16:1(9Z)/0:0)","DG(18:1(11Z)/16:1(9Z)/0:0)","HMDB0007186","53478061",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/16:1(9Z)/0:0)","DG(18:1(9Z)/16:1(9Z)/0:0)","HMDB0007215","53478089",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:2(9Z,12Z)/16:0/0:0)","DG(18:2(9Z,12Z)/16:0/0:0)","HMDB0007243","53478101",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(20:1(11Z)/14:1(9Z)/0:0)","DG(20:1(11Z)/14:1(9Z)/0:0)","HMDB0007386","53478202",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(20:2(11Z,14Z)/14:0/0:0)","DG(20:2(11Z,14Z)/14:0/0:0)","HMDB0007414","53478219",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:0/20:1(11Z)/0:0)","DG(14:0/20:1(11Z)/0:0)","HMDB0007021","53477956",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"DG(14:1(9Z)/20:0/0:0)","DG(14:1(9Z)/20:0/0:0)","HMDB0007049","53477984",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/18:1(11Z)/0:0)","DG(16:0/18:1(11Z)/0:0)","HMDB0007101","9543972","C00165","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(16:0/18:1(9Z)/0:0)","DG(16:0/18:1(9Z)/0:0)","HMDB0007102","5282283","C13861","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(16:1(9Z)/18:0/0:0)","DG(16:1(9Z)/18:0/0:0)","HMDB0007129","9543691","C00165","CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/16:1(9Z)/0:0)","DG(18:0/16:1(9Z)/0:0)","HMDB0007157","53478048",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/16:0/0:0)","DG(18:1(11Z)/16:0/0:0)","HMDB0007185","53478060",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/16:0/0:0)","DG(18:1(9Z)/16:0/0:0)","HMDB0007214","5283471","C00165","CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(20:0/14:1(9Z)/0:0)","DG(20:0/14:1(9Z)/0:0)","HMDB0007357","53478186",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(20:1(11Z)/14:0/0:0)","DG(20:1(11Z)/14:0/0:0)","HMDB0007385","53478201",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"DG(14:0/22:2(13Z,16Z)/0:0)","DG(14:0/22:2(13Z,16Z)/0:0)","HMDB0007030","53477965",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:1(9Z)/22:1(13Z)/0:0)","DG(14:1(9Z)/22:1(13Z)/0:0)","HMDB0007058","53477993",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/20:2(11Z,14Z)/0:0)","DG(16:0/20:2(11Z,14Z)/0:0)","HMDB0007109","9543721",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(16:1(9Z)/20:1(11Z)/0:0)","DG(16:1(9Z)/20:1(11Z)/0:0)","HMDB0007137","9543720","C00165","CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/18:2(9Z,12Z)/0:0)","DG(18:0/18:2(9Z,12Z)/0:0)","HMDB0007161","6441562","C00165","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:1(11Z)/18:1(11Z)/0:0)","DG(18:1(11Z)/18:1(11Z)/0:0)","HMDB0007188","53478063",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/18:1(9Z)/0:0)","DG(18:1(11Z)/18:1(9Z)/0:0)","HMDB0007189","53478064",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(11Z)/0:0)","DG(18:1(9Z)/18:1(11Z)/0:0)","HMDB0007217","53478091",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(9Z)/0:0)","DG(18:1(9Z)/18:1(9Z)/0:0)","HMDB0007218","9543716","C00165","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(18:2(9Z,12Z)/18:0/0:0)","DG(18:2(9Z,12Z)/18:0/0:0)","HMDB0007245","53478103",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(20:1(11Z)/16:1(9Z)/0:0)","DG(20:1(11Z)/16:1(9Z)/0:0)","HMDB0007389","53478205",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(20:2(11Z,14Z)/16:0/0:0)","DG(20:2(11Z,14Z)/16:0/0:0)","HMDB0007417","53478222",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(22:1(13Z)/14:1(9Z)/0:0)","DG(22:1(13Z)/14:1(9Z)/0:0)","HMDB0007618","53478383",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(22:2(13Z,16Z)/14:0/0:0)","DG(22:2(13Z,16Z)/14:0/0:0)","HMDB0007646","53478406",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007208","53478083",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","DG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007237","9543890",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)","DG(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)","HMDB0007264","53478109",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007265","9543889",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)","DG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)","HMDB0007292","53478134",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/0:0)","DG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/0:0)","HMDB0007321","9543888",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","HMDB0007433","9543863",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007460","53478255",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)","DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)","HMDB0007461","53478256",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007489","9543862",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)","DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)","HMDB0007490","53478283",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)","DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)","HMDB0007516","53478302",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](CO)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)","DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)","HMDB0007517","53478303",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](CO)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0)","DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0)","HMDB0007545","53478323",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](CO)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0)","DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0)","HMDB0007546","53478324",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)","DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)","HMDB0007573","53478351",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/0:0)","DG(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/0:0)","HMDB0007684","53478440",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](CO)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/0:0)","DG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/0:0)","HMDB0007685","53478441",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0)","DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0)","HMDB0007712","53478465",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/0:0)","DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/0:0)","HMDB0007741","53478494",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)","DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)","HMDB0007768","53478519",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)","DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)","HMDB0007769","53478520",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(15:0/P-16:0)","PC(15:0/P-16:0)","HMDB0007961","53478661","C00157","CCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PE(16:0/P-18:0)","PE(16:0/P-18:0)","HMDB0008950","53479593","C00350","CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN","1"
