"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"cis-Aconitic acid","cis-Aconitic acid","HMDB0000072","643757","C00417","C(/C(=C/C(=O)O)/C(=O)O)C(=O)O","1"
"trans-Aconitic acid","trans-Aconitic acid","HMDB0000958","444212","C02341","C(/C(=C\C(=O)O)/C(=O)O)C(=O)O","1"
"Dehydroascorbic acid","Dehydroascorbic acid","HMDB0001264","7786","C05422","C([C@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O","1"
"N-Acetyl-L-aspartic acid","N-Acetyl-L-aspartic acid","HMDB0000812","65065","C01042","CC(=O)N[C@@H](CC(=O)O)C(=O)O","1"
"N-Formyl-L-glutamic acid","N-Formyl-L-glutamic acid","HMDB0003470","439376","C01045","C(CC(=O)O)[C@@H](C(=O)O)NC=O","1"
"Galactitol","Galactitol","HMDB0000107","11850","C01697","C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O","1"
"Sorbitol","Sorbitol","HMDB0000247","5780","C00794","C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","1"
"Mannitol","Mannitol","HMDB0000765","6251","C00392","C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","1"
"L-Iditol","L-Iditol","HMDB0011632","656655","C01507","C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","1"
"Epinephrine","Epinephrine","HMDB0000068","5816","C00788","CNC[C@@H](C1=CC(=C(C=C1)O)O)O","1"
"Normetanephrine","Normetanephrine","HMDB0000819","1237","C05589","COC1=C(C=CC(=C1)C(CN)O)O","1"
"Methylnoradrenaline","Methylnoradrenaline","HMDB0002832","3917","C17925","CC(C(C1=CC(=C(C=C1)O)O)O)N","1"
"Phosphohydroxypyruvic acid","Phosphohydroxypyruvic acid","HMDB0001024","105","C03232","C(C(=O)C(=O)O)OP(=O)(O)O","1"
"Glutarylglycine","Glutarylglycine","HMDB0000590","23592950",NA,"C(CC(=O)NCC(=O)O)CC(=O)O","1"
"N-Acetylglutamic acid","N-Acetylglutamic acid","HMDB0001138","185","C00624","CC(=O)NC(CCC(=O)O)C(=O)O","1"
"Citric acid","Citric acid","HMDB0000094","311","C00158","C(C(=O)O)C(CC(=O)O)(C(=O)O)O","1"
"Isocitric acid","Isocitric acid","HMDB0000193","1198","C00311","C(C(C(C(=O)O)O)C(=O)O)C(=O)O","1"
"D-threo-Isocitric acid","D-threo-Isocitric acid","HMDB0001874","5318532","C00451","C([C@@H]([C@H](C(=O)O)O)C(=O)O)C(=O)O","1"
"Diketogulonic acid","Diketogulonic acid","HMDB0005971","440390","C04575","C([C@@H]([C@H](C(=O)C(=O)C(=O)O)O)O)O","1"
"2,3-Diketo-L-gulonate","2,3-Diketo-L-gulonate","HMDB0006511","53477844","C04575","C([C@@H](C(C(=O)C(=O)C(=O)O)O)O)O","1"
"D-Glucuronic acid","D-Glucuronic acid","HMDB0000127","94715","C00191","[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O","1"
"Galacturonic acid","Galacturonic acid","HMDB0002545","84740","C08348","C(=O)[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O","1"
"Iduronic acid","Iduronic acid","HMDB0002704","18845","C06472","C(=O)[C@H]([C@@H]([C@H]([C@@H](C(=O)O)O)O)O)O","1"
"Pectic acid","Pectic acid","HMDB0003363","445929","C00470","[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O","1"
"Pectin","Pectin","HMDB0003402","65550","C08348","[C@@H]1([C@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)O)O)O","1"
"3-Dehydro-L-gulonate","3-Dehydro-L-gulonate","HMDB0006334","439273","C00618","C([C@@H]([C@H](C(=O)[C@@H](C(=O)O)O)O)O)O","1"
"5-Keto-D-gluconate","5-Keto-D-gluconate","HMDB0011731","3838","C01062","C(C(=O)C(C(C(C(=O)O)O)O)O)O","1"
"2-Keto-L-gluconate","2-Keto-L-gluconate","HMDB0011732","50","C03342","C(C(C(C(C(=O)C(=O)O)O)O)O)O","1"
"Ureidosuccinic acid","Ureidosuccinic acid","HMDB0000828","93072","C00438","C([C@@H](C(=O)O)NC(=O)N)C(=O)O","1"
"Galactonic acid","Galactonic acid","HMDB0000565","128869","C00880","C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O","1"
"Gluconic acid","Gluconic acid","HMDB0000625","10690","C00257","C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O","1"
"Gulonic acid","Gulonic acid","HMDB0003290","152304","C00800","C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O","1"
"O-Ureidohomoserine","O-Ureidohomoserine","HMDB0012271","21126175",NA,"C(CONC(=O)N)C(C(=O)O)N","1"
"Dimethyl-L-arginine","Asymmetric dimethylarginine","HMDB0001539","123831","C03626","CN(C)C(=NCCC[C@@H](C(=O)O)N)N","1"
"Symmetric dimethylarginine","Symmetric dimethylarginine","HMDB0003334","169148",NA,"CNC(=NC)NCCC[C@@H](C(=O)O)N","1"
"N-Nonanoylglycine","N-Nonanoylglycine","HMDB0013279","10176752",NA,"CCCCCCCCC(=O)NCC(=O)O","1"
"L-Cystathionine","L-Cystathionine","HMDB0000099","439258","C02291","C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N","1"
"Allocystathionine","Allocystathionine","HMDB0000455","10104953","C00542","C(CSCC(C(=O)O)N)[C@@H](C(=O)O)N","1"
"Flavone","Flavone","HMDB0003075","10680","C15608","C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2","1"
"Carnosine","Carnosine","HMDB0000033","439224","C00386","C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN","1"
"(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin","(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin","HMDB0012482","53481437","C15522","C[C@@H](C([C@@H]1CNC2=C(N1)C(=O)N=CN2)O)O","1"
"N-Decanoylglycine","N-Decanoylglycine","HMDB0013267","1712391",NA,"CCCCCCCCCC(=O)NCC(=O)O","1"
"L-beta-aspartyl-L-threonine","L-beta-aspartyl-L-threonine","HMDB0011169","53480674",NA,"CC(C(C(=O)O)NC(=O)CC(C(=O)O)N)O","1"
"3-Chlorotyrosine","3-Chlorotyrosine","HMDB0001885","119226",NA,"C1=CC(=C(C=C1CC(C(=O)O)N)Cl)O","1"
"Palmitaldehyde","Palmitaldehyde","HMDB0001551","984","C00517","CCCCCCCCCCCCCCCC=O","1"
"2-Methylbutyroylcarnitine","2-Methylbutyroylcarnitine","HMDB0000378","6426901",NA,"CCC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"Isovalerylcarnitine","Isovalerylcarnitine","HMDB0000688","6426851",NA,"CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"Valerylcarnitine","Valerylcarnitine","HMDB0013128","53481619",NA,"CCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C","1"
"5-L-Glutamyl-taurine","5-L-Glutamyl-taurine","HMDB0004195","68759","C05844","C(CC(=O)NCCS(=O)(=O)O)[C@@H](C(=O)O)N","1"
"Daidzein","Daidzein","HMDB0003312","5281708","C10208","C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O","1"
"Hexanoylcarnitine","Hexanoylcarnitine","HMDB0000705","6426853",NA,"CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"L-Hexanoylcarnitine","L-Hexanoylcarnitine","HMDB0000756","3246938",NA,"CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"Mannitol 1-phosphate","Mannitol 1-phosphate","HMDB0001530","130418","C00644","C([C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O","1"
"Sorbitol-6-phosphate","Sorbitol-6-phosphate","HMDB0005831","618","C02810","C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O","1"
"L-beta-aspartyl-L-glutamic acid","L-beta-aspartyl-L-glutamic acid","HMDB0011164","25207301",NA,"C(CC(=O)O)C(C(=O)O)NC(=O)CC(C(=O)O)N","1"
"Inosine","Inosine","HMDB0000195","6021","C00294","C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","1"
"Allopurinol riboside","Allopurinol riboside","HMDB0000481","5273534",NA,"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1N=CC2=C1NC=NC2=O","1"
"Arabinosylhypoxanthine","Arabinosylhypoxanthine","HMDB0003040","46874582",NA,"C1=NC(=O)C2=C(N1)N(C=N2)C3[C@H]([C@@H]([C@H](O3)CO)O)O","1"
"Heptanoylcarnitine","Heptanoylcarnitine","HMDB0013238","6426896",NA,"CCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"Epsilon-(gamma-Glutamyl)-lysine","Epsilon-(gamma-Glutamyl)-lysine","HMDB0003869","7015685",NA,"C(CCNC(=O)CC[C@@H](C(=O)[O-])[NH3+])C[C@@H](C(=O)[O-])[NH3+]","1"
"L-a-glutamyl-L-Lysine","L-a-glutamyl-L-Lysine","HMDB04207","7015703","C04700","C(CC[NH3+])C[C@@H](C(=O)[O-])NC(=O)[C@H](CCC(=O)[O-])[NH3+]","1"
"6-Phosphogluconic acid","6-Phosphogluconic acid","HMDB0001316","91493","C00345","C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O","1"
"Saccharopine","Saccharopine","HMDB0000279","160556","C00449","C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N","1"
"Homovanillic acid sulfate","Homovanillic acid sulfate","HMDB0011719","29981063",NA,"COC1=C(C=CC(=C1)CC(=O)O)OS(=O)(=O)O","1"
"Argininosuccinic acid","Argininosuccinic acid","HMDB0000052","16950","C03406","C(C[C@@H](C(=O)O)N)CN=C(N)N[C@@H](CC(=O)O)C(=O)O","1"
"5-Aminoimidazole ribonucleotide","5-Aminoimidazole ribonucleotide","HMDB0001235","161500","C03373","C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N","1"
"2-Phenylethanol glucuronide","2-Phenylethanol glucuronide","HMDB0010350","24862077","C03033","C1=CC=C(C=C1)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O","1"
"D-4'-Phosphopantothenate","D-4'-Phosphopantothenate","HMDB0001016","131","C03492","CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O","1"
"5'-Phosphoribosyl-N-formylglycinamide","5'-Phosphoribosyl-N-formylglycinamide","HMDB0001308","16048611","C04376","C([C@@H]1[C@H]([C@H]([C@@H](O1)NC(=O)CNC=O)O)O)OP(=O)(O)O","1"
"Beta-Citryl-L-glutamic acid","Beta-Citryl-L-glutamic acid","HMDB0013220","21125622",NA,"C(CC(=O)O)C(C(=O)O)NC(=O)C(CC(=O)O)(CC(=O)O)O","1"
"Hesperetin","Hesperetin","HMDB0005782","72281","C01709","COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O","1"
"Famotidine","Famotidine","HMDB0001919","3325",NA,"C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N","1"
"MG(P-18:0e/0:0/0:0)","MG(P-18:0e/0:0/0:0)","HMDB0011153","11824075",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](CO)O","1"
"MG(18:0e/0:0/0:0)","MG(18:0e/0:0/0:0)","HMDB0011143","10860876",NA,"CCCCCCCCCCCCCCCCCCOC[C@H](CO)O","1"
"Prostaglandin E2","Prostaglandin E2","HMDB0001220","5283116","C00584","CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O","1"
"(13E)-11a-Hydroxy-9,15-dioxoprost-13-enoic acid","(13E)-11a-Hydroxy-9,15-dioxoprost-13-enoic acid","HMDB0001320","5280710","C04654","CCCCCC(=O)/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O","1"
"Prostaglandin I2","Prostaglandin I2","HMDB0001335","5282411","C01312","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O","1"
"Prostaglandin H2","Prostaglandin H2","HMDB0001381","445049","C00427","CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OO2)O","1"
"Prostaglandin D2","Prostaglandin D2","HMDB0001403","448457","C00696","CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O)O","1"
"Thromboxane A2","Thromboxane A2","HMDB0001452","5280497","C02198","CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@@H]2C[C@@H](O2)O1)C/C=C\CCCC(=O)O)O","1"
"20-Hydroxy-leukotriene B4","20-Hydroxy-leukotriene B4","HMDB0001509","5280745","C04853","C(CC/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O)CCO","1"
"Prostaglandin F3a","Prostaglandin F3a","HMDB0002122","5280940","C06476","CC/C=C\C[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O","1"
"8-iso-PGF3a","8-iso-PGF3a","HMDB0002132","5283217",NA,"CC/C=C\C[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@H]1C/C=C\CCCC(=O)O)O)O)O","1"
"Levuglandin E2","Levuglandin E2","HMDB0002363","5771742","C13807","CCCCC[C@@H](/C=C/[C@@H](C=O)[C@H](C/C=C\CCCC(=O)O)C(=O)C)O","1"
"Levuglandin D2","Levuglandin D2","HMDB0002400","9548876","C13808","CCCCC[C@@H](/C=C/[C@H]([C@@H](C/C=C\CCCC(=O)O)C=O)C(=O)C)O","1"
"13,14-Dihydro-15-keto-PGE2","13,14-Dihydro-15-keto-PGE2","HMDB0002776","5280711","C04671","CCCCCC(=O)CC[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O","1"
"15-Keto-prostaglandin F2a","15-Keto-prostaglandin F2a","HMDB0004240","5280887","C05960","CCCCCC(=O)/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O","1"
"Lipoxin A4","Lipoxin A4","HMDB0004385","9841438","C06314","CCCCC[C@@H](/C=C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)O)O","1"
"8-iso-15-keto-PGF2a","8-iso-15-keto-PGF2a","HMDB0005077","5283215",NA,"CCCCCC(=O)/C=C/[C@H]1[C@@H](C[C@@H]([C@H]1C/C=C\CCCC(=O)O)O)O","1"
"Lipoxin B4","Lipoxin B4","HMDB0005082","5280915","C06315","CCCCC[C@@H]([C@@H](/C=C/C=C/C=C\C=C\[C@H](CCCC(=O)O)O)O)O","1"
"8-isoprostaglandin E2","8-isoprostaglandin E2","HMDB0005844","5283213",NA,"CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@H]1C/C=C\CCCC(=O)O)O)O","1"
"(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","HMDB0012481","53481436","C04671","CCCCCC(=O)CC[C@@H]1[C@H](CC(=O)[C@H]1C/C=C\CCCC(=O)O)O","1"
"Tetracosapentaenoic acid (24:5n-6)","Tetracosapentaenoic acid (24:5n-6)","HMDB0006322","14505435",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O","1"
"Tetracosapentaenoic acid (24:5n-3)","Tetracosapentaenoic acid (24:5n-3)","HMDB0006323","52921801",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","1"
"6-Hydroxy-5-methoxyindole glucuronide","6-Hydroxy-5-methoxyindole glucuronide","HMDB0010362","196513","C03033","COC1=C(C=C2C(=C1)C=CN2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O","1"
"5-Hydroxy-6-methoxyindole glucuronide","5-Hydroxy-6-methoxyindole glucuronide","HMDB0010363","196512","C03033","COC1=C(C=C2C=CNC2=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O","1"
"Topiramate","Topiramate","HMDB0005034","5284627","C07502","CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C","1"
"Tetracosatetraenoic acid (24:4n-6)","Tetracosatetraenoic acid (24:4n-6)","HMDB0006246","52921800",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","1"
"Nervonic acid","Nervonic acid","HMDB0002368","5281120","C08323","CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O","1"
"Tetracosanoic acid","Tetracosanoic acid","HMDB0002003","11197","C08320","CCCCCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"2-Arachidonylglycerol","2-Arachidonylglycerol","HMDB0004666","5282280","C13856","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO","1"
"MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)","MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)","HMDB0011549","44422842",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC(CO)CO","1"
"MG(20:4(5Z,8Z,11Z,14Z)/0:0/0:0)","MG(20:4(5Z,8Z,11Z,14Z)/0:0/0:0)","HMDB0011578","16019980",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO)O","1"
"MG(20:4(8Z,11Z,14Z,17Z)/0:0/0:0)","MG(20:4(8Z,11Z,14Z,17Z)/0:0/0:0)","HMDB0011579","53480987",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](CO)O","1"
"Sphingosine 1-phosphate","Sphingosine 1-phosphate","HMDB0000277","5353956","C06124","CCCCCCCCCCCCC/C=C/C(C(COP(=O)(O)O)N)O","1"
"Bisnorcholic acid","Bisnorcholic acid","HMDB0002082","9547705",NA,"C[C@@H]([C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C)C(=O)O","1"
"CPA(16:0/0:0)","CPA(16:0/0:0)","HMDB0007003","9801940",NA,"CCCCCCCCCCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"11-Hydroxyeicosatetraenoate glyceryl ester","11-Hydroxyeicosatetraenoate glyceryl ester","HMDB0012530","53481455",NA,"CCCCC/C=C\C=C\[C@H](C/C=C\C/C=C\CCCC(=O)OC(CO)CO)O","1"
"2-(14,15-Epoxyeicosatrienoyl) Glycerol","2-(14,15-Epoxyeicosatrienoyl) Glycerol ","HMDB0013651","53481916",NA,"CCCCCC1C(O1)C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO","1"
"LysoPC(10:0)","LysoPC(10:0)","HMDB0003752","5313971",NA,"CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)O","1"
"CPA(18:1(11Z)/0:0)","CPA(18:1(11Z)/0:0)","HMDB0007005","53477946",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"CPA(18:1(9Z)/0:0)","CPA(18:1(9Z)/0:0)","HMDB0007006","11962187",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"CPA(18:0/0:0)","CPA(18:0/0:0)","HMDB0007004","51040919",NA,"CCCCCCCCCCCCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"Alpha-Tocopherol","Alpha-Tocopherol","HMDB0001893","14985","C02477","CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O","1"
"LPA(0:0/18:1(9Z))","LysoPA(0:0/18:1(9Z))","HMDB0007851","56947016","C00416","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)O","1"
"LPA(18:1(9Z)/0:0)","LysoPA(18:1(9Z)/0:0)","HMDB0007855","5497152","C00416","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O","1"
"DHAP(18:0)","DHAP(18:0)","HMDB0011133","440127","C03805","CCCCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O","1"
"PE(P-16:0e/0:0)","PE(P-16:0e/0:0)","HMDB0011152","42607469",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)O","1"
"2-(a-Hydroxyethyl)thiamine diphosphate","2-(a-Hydroxyethyl)thiamine diphosphate","HMDB0003904","440568","C05125","CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(C)O)CCOP(=O)(O)OP(=O)(O)O","1"
"Glucosylgalactosyl hydroxylysine","Glucosylgalactosyl hydroxylysine","HMDB0000585","122304",NA,"C(CC(CN)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@@H]2[C@@H](C([C@@H]([C@H](O2)CO)O)O)O)[C@@H](C(=O)O)N","1"
"LysoPC(16:0)","LysoPC(16:0)","HMDB0010382","460602","C04230","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(P-16:0)","LysoPC(P-16:0)","HMDB0010407","10917802","C04230","CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPE(0:0/20:1(11Z))","LysoPE(0:0/20:1(11Z))","HMDB0011482","53480931",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(20:1(11Z)/0:0)","LysoPE(20:1(11Z)/0:0)","HMDB0011512","52925139",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"LysoPC(P-18:0)","LysoPC(P-18:0)","HMDB0013122","24779527","C04230","CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPE(0:0/20:0)","LysoPE(0:0/20:0)","HMDB0011481","53480930",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(20:0/0:0)","LysoPE(20:0/0:0)","HMDB0011511","52925131",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"LysoPC(17:0)","LysoPC(17:0)","HMDB0012108","24779463","C04230","CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(18:1(9Z))","LysoPC(18:1(9Z))","HMDB0002815","16081932","C04230","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(18:1(11Z))","LysoPC(18:1(11Z))","HMDB0010385","53480465","C04230","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(18:0)","LysoPC(18:0)","HMDB0010384","497299","C04230","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(0:0/18:0)","LysoPC(0:0/18:0)","HMDB0011128","24779491",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C","1"
"LysoPC(O-18:0)","LysoPC(O-18:0)","HMDB0011149","2733532","C04317","CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
