"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"2-Hydroxyvaleric acid","2-Hydroxyvaleric acid","HMDB0001863","98009",NA,"CCCC(C(=O)O)O","1"
"2-Hydroxy-2-methylbutyric acid","2-Hydroxy-2-methylbutyric acid","HMDB0001987","95433",NA,"CCC(C)(C(=O)O)O","1"
"4-Hydroxyisovaleric acid","4-Hydroxyisovaleric acid","HMDB0002011","131760",NA,"CC(CC(=O)O)CO","1"
"L-Threonine","L-Threonine","HMDB0000167","6288","C00188","C[C@H]([C@@H](C(=O)O)N)O","1"
"L-Homoserine","L-Homoserine","HMDB0000719","12647","C00263","C(CO)[C@@H](C(=O)O)N","1"
"L-Allothreonine","L-Allothreonine","HMDB0004041","99289","C05519","C[C@@H]([C@@H](C(=O)O)N)O","1"
"Benzoic acid","Benzoic acid","HMDB0001870","243","C00539","C1=CC=C(C=C1)C(=O)O","1"
"4-Hydroxybenzaldehyde","4-Hydroxybenzaldehyde","HMDB0011718","126","C00633","C1=CC(=CC=C1C=O)O","1"
"Dihydrothymine","Dihydrothymine","HMDB0000079","93556","C00906","CC1CNC(=O)NC1=O","1"
"L-Isoleucine","L-Isoleucine","HMDB0000172","6306","C00407","CC[C@H](C)[C@@H](C(=O)O)N","1"
"L-Alloisoleucine","L-Alloisoleucine","HMDB0000557","99288",NA,"CC[C@@H](C)[C@@H](C(=O)O)N","1"
"L-Leucine","L-Leucine","HMDB0000687","6106","C00123","CC(C)C[C@@H](C(=O)O)N","1"
"L-Norleucine","L-Norleucine","HMDB0001645","21236","C01933","CCCC[C@@H](C(=O)O)N","1"
"Aminocaproic acid","Aminocaproic acid","HMDB0001901","564","C02378","C(CCC(=O)O)CCN","1"
"Beta-Leucine","Beta-Leucine","HMDB0003640","439734","C02486","CC(C)[C@H](CC(=O)O)N","1"
"Ureidopropionic acid","Ureidopropionic acid","HMDB0000026","111","C02642","C(CNC(=O)N)C(=O)O","1"
"L-Asparagine","L-Asparagine","HMDB0000168","6267","C00152","C([C@@H](C(=O)O)N)C(=O)N","1"
"Glycyl-glycine","Glycyl-glycine","HMDB0011733","11163","C02037","C(C(=O)NCC(=O)O)N","1"
"N-Carbamoylsarcosine","N-Carbamoylsarcosine","HMDB0012265","439375","C01043","CN(CC(=O)O)C(=O)N","1"
"4-Nitrophenol","4-Nitrophenol","HMDB0001232","980","C00870","C1=CC(=CC=C1[N+](=O)[O-])O","1"
"6-Hydroxynicotinic acid","6-Hydroxynicotinic acid","HMDB0002658","72924","C01020","C1=CC(=O)NC=C1C(=O)O","1"
"3-Hydroxypicolinic acid","3-Hydroxypicolinic acid","HMDB0013188","13401","C18620","C1=CC(=C(N=C1)C(=O)O)O","1"
"Isobutyrylglycine","Isobutyrylglycine","HMDB0000730","10855600",NA,"CC(C)C(=O)NCC(=O)O","1"
"N-Butyrylglycine","N-Butyrylglycine","HMDB0000808","88412",NA,"CCCC(=O)NCC(=O)O","1"
"Allysine","Allysine","HMDB0001263","207","C04076","C(CC=O)CC(C(=O)O)N","1"
"4-Acetamidobutanoic acid","4-Acetamidobutanoic acid","HMDB0003681","18189","C02946","CC(=O)NCCCC(=O)O","1"
"(S)-5-Amino-3-oxohexanoate","(S)-5-Amino-3-oxohexanoate","HMDB0012131","440077","C03656","C[C@@H](CC(=O)CC(=O)O)N","1"
"2-Keto-6-aminocaproate","2-Keto-6-aminocaproate","HMDB0012151","439954","C03239","C(CCN)CC(=O)C(=O)O","1"
"Oxoglutaric acid","Oxoglutaric acid","HMDB0000208","51","C00026","C(CC(=O)O)C(=O)C(=O)O","1"
"Coumarin","Coumarin","HMDB0001218","323","C05851","C1=CC=C2C(=C1)C=CC(=O)O2","1"
"Phenylpropiolic acid","Phenylpropiolic acid","HMDB0002359","69475",NA,"C1=CC=C(C=C1)C#CC(=O)O","1"
"L-Glutamine","L-Glutamine","HMDB0000641","5961","C00064","C(CC(=O)N)[C@@H](C(=O)O)N","1"
"Ureidoisobutyric acid","Ureidoisobutyric acid","HMDB0002031","160663","C05100","CC(CNC(=O)N)C(=O)O","1"
"D-Glutamine","D-Glutamine","HMDB0003423","145815","C00819","C(CC(=O)N)[C@H](C(=O)O)N","1"
"Alanylglycine","Alanylglycine","HMDB0006899","79094",NA,"CC(C(=O)NCC(=O)O)N","1"
"L-Methionine","L-Methionine","HMDB0000696","6137","C00073","CSCC[C@@H](C(=O)O)N","1"
"Ribitol","Ribitol","HMDB0000508",NA,"C00474","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"D-Arabitol","D-Arabitol","HMDB0000568","827","C01904","C(C(C(C(CO)O)O)O)O","1"
"L-Arabitol","L-Arabitol","HMDB0001851","94154","C00532","C([C@@H](C([C@H](CO)O)O)O)O","1"
"D-Xylitol","D-Xylitol","HMDB0002917","6912","C00379","C([C@H](C([C@H](CO)O)O)O)O","1"
"L-Histidine","L-Histidine","HMDB0000177","6274","C00135","C1=C(NC=N1)C[C@@H](C(=O)O)N","1"
"Menthol","Menthol","HMDB0003352","16666","C00400","C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C","1"
"Decanal","Decanal","HMDB0011623","8175","C12307","CCCCCCCCCC=O","1"
"3-Methylcrotonylglycine","3-Methylcrotonylglycine","HMDB0000459","169485",NA,"CC(=CC(=O)NCC(=O)O)C","1"
"Tiglylglycine","Tiglylglycine","HMDB0000959","6441567",NA,"C/C=C(\C)/C(=O)NCC(=O)O","1"
"Oenanthic ether","Oenanthic ether","HMDB0000798","7797",NA,"CCCCCCC(=O)OCC","1"
"Pelargonic acid","Pelargonic acid","HMDB0000847","8158","C01601","CCCCCCCCC(=O)O","1"
"N(6)-Methyllysine","N(6)-Methyllysine","HMDB0002038","164795","C02728","CNCCCC[C@@H](C(=O)O)N","1"
"Isoputreanine","Isoputreanine","HMDB0006009","171763",NA,"C(CC(=O)O)CNCCCN","1"
"2-Indolecarboxylic acid","2-Indolecarboxylic acid","HMDB0002285","72899",NA,"C1=CC=C2C(=C1)C=C(N2)C(=O)O","1"
"Indole-3-carboxylic acid","Indole-3-carboxylic acid","HMDB0003320","69867","C19837","C1=CC=C2C(=C1)C(=CN2)C(=O)O","1"
"4,6-Dihydroxyquinoline","4,6-Dihydroxyquinoline","HMDB0004077","440738","C05639","C1=CC2=C(C=C1O)C(=O)C=CN2","1"
"Phenylpyruvic acid","Phenylpyruvic acid","HMDB0000205","997","C00166","C1=CC=C(C=C1)CC(=O)C(=O)O","1"
"m-Coumaric acid","m-Coumaric acid","HMDB0001713","637541","C12621","C1=CC(=CC(=C1)O)/C=C/C(=O)O","1"
"4-Hydroxycinnamic acid","4-Hydroxycinnamic acid","HMDB0002035","637542","C00811","C1=CC(=CC=C1/C=C/C(=O)O)O","1"
"2-Hydroxycinnamic acid","2-Hydroxycinnamic acid","HMDB0002641","637540","C01772","C1=CC=C(C(=C1)/C=C/C(=O)O)O","1"
"Enol-phenylpyruvate","Enol-phenylpyruvate","HMDB0012225","641637","C02763","C1=CC=C(C=C1)/C=C(/C(=O)O)\O","1"
"Methionine sulfoxide","Methionine sulfoxide","HMDB0002005","847","C02989","CS(=O)CCC(C(=O)O)N","1"
"7-Methylguanine","7-Methylguanine","HMDB0000897","11361","C02242","CN1C=NC2=C1C(=O)N=C(N2)N","1"
"3-Methylguanine","3-Methylguanine","HMDB0001566","76292","C02230","CN1C2=C(C(=O)N=C1N)NC=N2","1"
"1-Methylguanine","1-Methylguanine","HMDB0003282","70315","C04152","CN1C(=O)C2=C(N=CN2)N=C1N","1"
"N2-Methylguanine","N2-Methylguanine","HMDB0006040","24828","C04153","CNC1=NC(=O)C2=C(N1)N=CN2","1"
"L-Phenylalanine","L-Phenylalanine","HMDB0000159","6140","C00079","C1=CC=C(C=C1)C[C@@H](C(=O)O)N","1"
"3-Pyridinebutanoic acid","3-Pyridinebutanoic acid","HMDB0001007","114",NA,"C1=CC(=CN=C1)CCCC(=O)O","1"
"Benzocaine","Benzocaine","HMDB0004992","2337","C07527","CCOC(=O)C1=CC=C(C=C1)N","1"
"Norsalsolinol","Norsalsolinol","HMDB0006044","36937",NA,"C1CNCC2=CC(=C(C=C21)O)O","1"
"Pyridoxamine","Pyridoxamine","HMDB0001431","1052","C00534","CC1=NC=C(C(=C1O)CN)CO","1"
"Capric acid","Capric acid","HMDB0000511","2969","C01571","CCCCCCCCCC(=O)O","1"
"Nicotinuric acid","Nicotinuric acid","HMDB0003269","68499","C05380","C1=CC(=CN=C1)C(=O)NCC(=O)O","1"
"L-Tyrosine","L-Tyrosine","HMDB0000158","6057","C00082","C1=CC(=CC=C1C[C@@H](C(=O)O)N)O","1"
"4-Hydroxy-4-(3-pyridyl)-butanoic acid","4-Hydroxy-4-(3-pyridyl)-butanoic acid","HMDB0001119","438","C19579","C1=CC(=CN=C1)C(CCC(=O)O)O","1"
"L-Threo-3-Phenylserine","L-Threo-3-Phenylserine","HMDB0002184","12314153",NA,"C1=CC=C(C=C1)C([C@@H](C(=O)O)N)O","1"
"Beta-Tyrosine","Beta-Tyrosine","HMDB0003831","440311","C04368","C1=CC(=CC=C1C(CC(=O)O)N)O","1"
"o-Tyrosine","o-Tyrosine","HMDB0006050","91482",NA,"C1=CC=C(C(=C1)CC(C(=O)O)N)O","1"
"Homovanillic acid","Homovanillic acid","HMDB0000118","1738","C05582","COC1=C(C=CC(=C1)CC(=O)O)O","1"
"Isohomovanillic acid","Isohomovanillic acid","HMDB0000333","160562",NA,"COC1=C(C=C(C=C1)CC(=O)O)O","1"
"3,4-Dihydroxyhydrocinnamic acid","3,4-Dihydroxyhydrocinnamic acid","HMDB0000423","348154","C10447","C1=CC(=C(C=C1CCC(=O)O)O)O","1"
"Hydroxyphenyllactic acid","Hydroxyphenyllactic acid","HMDB0000755","9378","C03672","C1=CC(=CC=C1CC(C(=O)O)O)O","1"
"3-(3-hydroxyphenyl)-3-hydroxypropanoic acid","3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid","HMDB0002643","102959",NA,"C1=CC(=CC(=C1)O)C(CC(=O)O)O","1"
"3-Methoxy-4-hydroxyphenylglycolaldehyde","3-Methoxy-4-hydroxyphenylglycolaldehyde","HMDB0004061","440729","C05583","COC1=C(C=CC(=C1)C(C=O)O)O","1"
"Phosphohydroxypyruvic acid","Phosphohydroxypyruvic acid","HMDB0001024","105","C03232","C(C(=O)C(=O)O)OP(=O)(O)O","1"
"Undecanoic acid","Undecanoic acid","HMDB0000947","8180","C17715","CCCCCCCCCCC(=O)O","1"
"4,6-Dimethylnonanoic acid","4,6-Dimethylnonanoic acid","HMDB0002373","13628864",NA,"CC(C)CCCC(C)CCC(=O)O","1"
"Glutarylglycine","Glutarylglycine","HMDB0000590","23592950",NA,"C(CC(=O)NCC(=O)O)CC(=O)O","1"
"N-Acetylglutamic acid","N-Acetylglutamic acid","HMDB0001138","185","C00624","CC(=O)NC(CCC(=O)O)C(=O)O","1"
"2-Oxoarginine","2-Oxoarginine","HMDB0004225","558","C03771","C(CC(=O)C(=O)O)CN=C(N)N","1"
"L-beta-aspartyl-L-alanine","L-beta-aspartyl-L-alanine","HMDB0011162","14284576",NA,"CC(C(=O)O)NC(=O)CC(C(=O)O)N","1"
"5-L-Glutamylglycine","gamma-Glutamylglycine","HMDB0011667","165527",NA,"C(CC(=O)NCC(=O)O)[C@@H](C(=O)O)N","1"
"L-Tryptophan","L-Tryptophan","HMDB0000929","6305","C00078","C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N","1"
"D-Tryptophan","D-Tryptophan","HMDB0013609","9060","C00525","C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N","1"
"N-a-Acetylcitrulline","N-a-Acetylcitrulline","HMDB0000856","11506771","C15532","CC(=O)NC(CCCNC(=O)N)C(=O)O","1"
"L-Cystathionine","L-Cystathionine","HMDB0000099","439258","C02291","C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N","1"
"Allocystathionine","Allocystathionine","HMDB0000455","10104953","C00542","C(CSCC(C(=O)O)N)[C@@H](C(=O)O)N","1"
"Flavone","Flavone","HMDB0003075","10680","C15608","C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2","1"
"Carnosine","Carnosine","HMDB0000033","439224","C00386","C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN","1"
"(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin","(6R)-6-(L-Erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin","HMDB0012482","53481437","C15522","C[C@@H](C([C@@H]1CNC2=C(N1)C(=O)N=CN2)O)O","1"
"Hydroxypropionylcarnitine","Hydroxypropionylcarnitine","HMDB0013125","53481613",NA,"C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CCO","1"
"Methylmalonylcarnitine","Methylmalonylcarnitine","HMDB0013133","53481628",NA,"CC(C(=O)O)C(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C","1"
"D-Glucuronic acid 1-phosphate","D-Glucuronic acid 1-phosphate","HMDB0003976","440650","C05385","[C@@H]1([C@@H]([C@H](OC([C@@H]1O)OP(=O)(O)O)C(=O)O)O)O","1"
"Ethenodeoxyadenosine","Ethenodeoxyadenosine","HMDB0001786","10945668",NA,"C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN4C3=NC=C4)CO)O","1"
"Vitamin A","Vitamin A","HMDB0000305","445354","C17276","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C","1"
"11-cis-Retinol","11-cis-Retinol","HMDB0006216","5280382","C00899","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C\C(=C\CO)\C)/C","1"
"9-cis-Retinol","9-cis-Retinol","HMDB0006217","9947823","C16682","CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\CO)\C)/C","1"
"13-cis Retinol","13-cis Retinol","HMDB0006221","9904001","C19962","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\CO)/C)/C","1"
"D-4'-Phosphopantothenate","D-4'-Phosphopantothenate","HMDB0001016","131","C03492","CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O","1"
"Glutathione","Glutathione","HMDB0062697","745","C00051","NC(CCC(O)=NC(CS)C(O)=NCC(O)=O)C(O)=O","1"
"5-Diphosphomevalonic acid","(S)-5-Diphosphomevalonic acid","HMDB0001090","439418","C01143","C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O","1"
"(R)-Mevalonic acid-5-pyrophosphate","(R)-Mevalonic acid-5-pyrophosphate","HMDB0001981","22833574",NA,"C[C@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O","1"
"N-Acetylneuraminic acid","N-Acetylneuraminic acid","HMDB0000230","445063","C19910","CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O","1"
"N-Acetyl-a-neuraminic acid","N-Acetyl-a-neuraminic acid","HMDB0000773","444885","C19909","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O","1"
"Epicatechin","Epicatechin","HMDB0001871","72276","C09727","C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O","1"
"Catechin","Catechin","HMDB0002780","9064","C06562","C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O","1"
"Hawkinsin","Hawkinsin","HMDB0002354","173909",NA,"C1C(C=CC(C1SCC(C(=O)O)N)(CC(=O)O)O)O","1"
"Phosphoribosylformylglycineamidine","Phosphoribosylformylglycineamidine","HMDB0000999","440417","C04640","C([C@@H]1[C@H]([C@H]([C@@H](O1)N=C(CNC=O)N)O)O)OP(=O)(O)O","1"
"5'-phosphoribosyl-a-N-formylglycineamidine","5'-phosphoribosyl-a-N-formylglycineamidine","HMDB0002305","154","C04640","C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O","1"
"Tamarixetin","Tamarixetin","HMDB0002937","482576","C10188","COC1=C(C=C(C=C1)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O","1"
"Hesperetin","Hesperetin","HMDB0005782","72281","C01709","COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O","1"
"Stearoylethanolamide","Stearoylethanolamide","HMDB0013078","27902",NA,"CCCCCCCCCCCCCCCCCC(=O)NCCO","1"
"N,N-Dimethylsphingosine","N,N-Dimethylsphingosine","HMDB0013645","5282309","C13914","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N(C)C)O","1"
"Aspartylglycosamine","Aspartylglycosamine","HMDB0000489","123826","C04540","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1NC(=O)C[C@@H](C(=O)O)N)CO)O)O","1"
"AICAR","AICAR","HMDB0001517","65110","C04677","C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N","1"
"Riboflavin reduced","Riboflavin reduced","HMDB0001557","22833571","C01007","C1=CC=C2C(=C1)N=C3C(=O)NC(=O)N=C3N2C[C@H]([C@H]([C@@H](CO)O)O)O","1"
"2-O-(6-Phospho-alpha-mannosyl)-D-glycerate","2-O-(6-Phospho-alpha-mannosyl)-D-glycerate","HMDB0012152","24892815","C16699","C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H](CO)C(=O)O)O)O)O)OP(=O)(O)O","1"
"Succinyladenosine","Succinyladenosine","HMDB0000912","20849086",NA,"C1=NC2=C(C(=N1)N[C@@H](CC(=O)O)C(=O)O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","1"
"Acetyl adenylate","Acetyl adenylate","HMDB0006880","440867","C05993","CC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O","1"
"CPA(16:0/0:0)","CPA(16:0/0:0)","HMDB0007003","9801940",NA,"CCCCCCCCCCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"Deoxypyridinoline","Deoxypyridinoline","HMDB0000569","53477703",NA,"C1=C(C(=C(C=[N+]1CCCC[C@@H](C(=O)O)N)O)C[C@@H](C(=O)O)N)CC[C@@H](C(=O)[O-])N","1"
"CPA(18:0/0:0)","CPA(18:0/0:0)","HMDB0007004","51040919",NA,"CCCCCCCCCCCCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"Cysteineglutathione disulfide","Cysteineglutathione disulfide","HMDB0000656","53477713",NA,"C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N","1"
"5a-Cholestane-3a,7a,12a,25-tetrol","5a-Cholestane-3a,7a,12a,25-tetrol","HMDB0000520","53477702",NA,"C[C@H](CCCC(C)(C)O)C1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"5b-Cholestane-3a,7a,12a,25-tetrol","5b-Cholestane-3a,7a,12a,25-tetrol","HMDB0000524","5284211",NA,"C[C@H](CCCC(C)(C)O)C1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"Cholestane-3,7,12,25-tetrol","Cholestane-3,7,12,25-tetrol","HMDB0000655","53477712",NA,"C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(C(C[C@H]3[C@H]2C(CC4[C@@]3(CCC(C4)O)C)O)O)C","1"
"27-Deoxy-5b-cyprinol","27-Deoxy-5b-cyprinol","HMDB0001231","193321","C05446","C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"5b-Cholestane-3a,7a,12a,23-Tetrol","5b-Cholestane-3a,7a,12a,23-Tetrol","HMDB0001968","5284208",NA,"C[C@H](CC(CC(C)C)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"LPA(0:0/18:0)","LysoPA(0:0/18:0)","HMDB0007850","76041074","C00416","CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)O","1"
"LPA(18:0/0:0)","LysoPA(18:0/0:0)","HMDB0007854","9547179","C00416","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O","1"
"LysoPE(0:0/16:0)","LysoPE(0:0/16:0)","HMDB0011473","53480922",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(16:0/0:0)","LysoPE(16:0/0:0)","HMDB0011503","9547069",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"Ceramide (d18:1/12:0)","Ceramide (d18:1/12:0)","HMDB0004947","5283562","C00195","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCCCCCC)O","1"
"Cer(d18:0/12:0)","Cer(d18:0/12:0)","HMDB0011758","53481046",NA,"CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCC)O","1"
"Glucosylgalactosyl hydroxylysine","Glucosylgalactosyl hydroxylysine","HMDB0000585","122304",NA,"C(CC(CN)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@@H]2[C@@H](C([C@@H]([C@H](O2)CO)O)O)O)[C@@H](C(=O)O)N","1"
"LysoPC(18:1(9Z))","LysoPC(18:1(9Z))","HMDB0002815","16081932","C04230","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPC(18:1(11Z))","LysoPC(18:1(11Z))","HMDB0010385","53480465","C04230","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))","LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))","HMDB0011493","53480942",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(22:4(7Z,10Z,13Z,16Z)/0:0)","LysoPE(22:4(7Z,10Z,13Z,16Z)/0:0)","HMDB0011523","52925133",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->3)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->3)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","HMDB0002235","22833589",NA,"C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@@H]([C@H](OC=C3NC(=O)C)CO)O)CO)O)O)O)O)O","1"
"O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->4)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->4)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol","HMDB0002276","22833591",NA,"C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC=C([C@H]3O)NC(=O)C)CO)CO)O)O)O)O)O","1"
"Uridine diphosphate glucose","Uridine diphosphate glucose","HMDB0000286","53477679","C00029","C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O","1"
